
					Giô-sua 1				|
Này là các vua của xứ mà Giô-suê và dân Y-sơ-ra-ên đánh bại ở bên này sông Giô-đanh, về phía tây từ Ba-anh-Gát trong trũng Li-ban, cho đến núi trụi nổi lên về hướng Sê -i-rơ. Tùy sự phân chia từng chi phái, Giô-suê ban cho các chi phái Y-sơ-ra-ên làm sản nghiệp,|約 書 亞 和 以 色 列 人 在 約 但 河 西 擊 殺 了 諸 王 ． 他 們 的 地 、 是 從 利 巴 嫩 平 原 的 巴 力 迦 得 、 直 到 上 西 珥 的 哈 拉 山 ． 約 書 亞 就 將 那 地 按 著 以 色 列 支 派 的 宗 族 分 給 他 們 為 業 ．
núi, xứ thấp, đồng bằng, gò nỗng, đồng vắng, và miền nam, tức là cả xứ dân Hê-tít, dân A-mô-rít, dân Hê-vít, và dân Giê-bu-sít.|就 是 赫 人 、 亞 摩 利 人 、 迦 南 人 、 比 利 洗 人 、 希 未 人 、 耶 布 斯 人 的 山 地 、 高 原 亞 拉 巴 、 山 坡 、 曠 野 、 和 南 地 。
Vua Giê-ri-cô, vua A-hi vốn ở nơi cạnh Bê-tên,|他 們 的 王 、 一 個 是 耶 利 哥 王 、 一 個 是 靠 近 伯 特 利 的 艾 城 王 、
vua Giê-ru-sa-lem, vua Hếp-rôn,|一 個 是 耶 路 撒 冷 王 、 一 個 是 希 伯 崙 王 、
vua Giạt-mút, vua La-ki,|一 個 是 耶 末 王 、 一 個 是 拉 吉 王 、
vua Ec-lôn, vua Ghê-xe,|一 個 是 伊 磯 倫 王 、 一 個 是 基 色 王 、
vua Đê-bia, vua Ghê-đe,|一 個 是 底 璧 王 、 一 個 是 基 德 王 、
vua Họt-ma, vua A-rát,|一 個 是 何 珥 瑪 王 、 一 個 是 亞 拉 得 王 、
vua Líp-na, vua A-đu-lam,|一 個 是 立 拿 王 、 一 個 是 亞 杜 蘭 王 、
vua Ma-kê-đa, vua Bê-tên,|一 個 是 瑪 基 大 王 、 一 個 是 伯 特 利 王 、
vua Tháp-bu-ách, vua Hê-phe,|一 個 是 他 普 亞 王 、 一 個 是 希 弗 王 、
vua A-phéc, vua Sa-rôn,|一 個 是 亞 弗 王 、 一 個 是 拉 沙 崙 王 、
vua Ma-đôn, vua Hát-so,|一 個 是 瑪 頓 王 、 一 個 是 夏 瑣 王 、
vua Sim-rôn-Mê-rôn, vua Ac-sáp,|一 個 是 伸 崙 米 崙 王 、 一 個 是 押 煞 王 、
vua Tha -a-nác, vua Mê-ghi-đô,|一 個 是 他 納 王 、 一 個 是 米 吉 多 王 、
vua Kê-đe, vua Giếc-nê-am, ở tại Cạt-mên,|一 個 是 基 低 斯 王 、 一 個 是 靠 近 迦 密 的 約 念 王 、
cua Đô-rơ ở trên các nơi cao Đô-rơ, vua Gô-im ở Ghinh-ganh,|一 個 是 多 珥 山 崗 的 多 珥 王 、 一 個 是 吉 甲 的 戈 印 王 、
và vua Thiệt-sa; hết thảy là ba mươi mốt vua.|一 個 是 得 撒 王 ． 共 計 三 十 一 個 王 。

					Giô-sua 13				|
						約書亞記 13					
Giô-suê đã già tuổi cao, Đức Giê-hô-va bèn phán cùng người rằng: Ngươi đã già tuổi đã cao, phần xứ phải đánh lấy hãy còn nhiều lắm.|約 書 亞 年 紀 老 邁 、 耶 和 華 對 他 說 、 你 年 紀 老 邁 了 、 還 有 許 多 未 得 之 地 、
Xứ còn lại là đây: hết thảy miền của dân Phi-li-tin, và cả địa phận dân Ghê-su-rít;|就 是 非 利 士 人 的 全 境 、 和 基 述 人 的 全 地 ．
từ sông Si-cô đối ngang xứ Ê-díp-tô, cho đến giới hạn Ec-rôn về phía bắc, vốn kể là miền Ca-na-an, thuộc về năm vua Phi-li-tin, là vua Ga-xam vua Ach-đốt, vua Ach-ca-lôn, vua Gát, vua Ec-rôn và vua dân A-vim;|從 埃 及 前 的 西 曷 河 往 北 、 直 到 以 革 倫 的 境 界 、 就 算 屬 迦 南 人 之 地 ． 有 非 利 士 人 五 個 首 領 所 管 的 迦 薩 人 、 亞 實 突 人 、 亞 實 基 倫 人 、 迦 特 人 、 以 革 倫 人 之 地 ． 並 有 南 方 亞 衛 人 之 地 ．
lại về phía nam, cả xứ Ca-na-an và Mê -a-ra, vốn thuộc về dân Si-đôn, cho đến A-phéc, cho đến giới hạn dân A-mô-rít;|又 有 迦 南 人 的 全 地 ． 並 屬 西 頓 人 的 米 亞 拉 、 到 亞 弗 、 直 到 亞 摩 利 人 的 境 界 ．
còn luôn xứ dân Ghi-bê-lít, và cả Li-ban về phía mặt trời mọc, từ Ba-anh-Gát ở dưới chơn núi Hẹt-môn, cho đến nơi vào ranh Ha-mát;|還 有 迦 巴 勒 人 之 地 、 並 向 日 出 的 全 利 巴 嫩 、 就 是 從 黑 門 山 根 的 巴 力 迦 得 、 直 到 哈 馬 口 ．
lại còn dân ở trên núi, từ Li-ban cho đến Mít-rê-phốt-Ma-im, tức là các dân Si-đôn. Ay chính ta sẽ đuổi chúng nó khỏi trước mặt dân Y-sơ-ra-ên. Song ngươi hãy bắt thăm chia xứ này cho Y-sơ-ra-ên làm sản nghiệp, y như ta đã truyền cho ngươi.|山 地 的 一 切 居 民 、 從 利 巴 嫩 直 到 米 斯 利 弗 瑪 音 、 就 是 所 有 的 西 頓 人 、 我 必 在 以 色 列 人 面 前 趕 出 他 們 去 ． 你 只 管 照 我 所 吩 咐 的 、 將 這 地 拈 鬮 分 給 以 色 列 人 為 業 ．
Vậy bây giờ, hãy chia xứ này cho chín chi phái, và phân nửa chi phái Ma-na-se.|現 在 你 要 把 這 地 分 給 九 個 支 派 、 和 瑪 拿 西 半 個 支 派 為 業 。
Người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se đã lãnh bởi Môi-se phần sản nghiệp mình ở bên kia sông Giô-đanh về phía đông, y như Môi-se, tôi tớ Đức Giê-hô-va, đã phát cho chúng nó;|瑪 拿 西 那 半 支 派 、 和 流 便 迦 得 二 支 派 、 已 經 受 了 產 業 、 就 是 耶 和 華 的 僕 人 摩 西 在 約 但 河 東 所 賜 給 他 們 的 、
tức là xứ từ A-rô -e ở trên mé khe At-nôn và thành ở giữa trũng, cùng cả xứ đồng bằng tự Mê-đê-ba chí Đi-bôn;|是 從 亞 嫩 谷 邊 的 亞 羅 珥 和 谷 中 的 城 、 並 米 底 巴 的 全 平 原 、 直 到 底 本 、
và hết thảy những thành của Si-hôn, vua A-mô-rít, trị vì tại Hết-bôn, cho đến giới hạn dân Am-môn;|和 在 希 實 本 作 王 亞 摩 利 王 西 宏 的 諸 城 、 直 到 亞 捫 人 的 境 界 。
lại xứ Ga-la-át cùng địa phận dân Ghê-su-rít và dân Ma-ca-thít, khắp núi Hẹt-môn và toàn Ba-san cho đến Sanh-ca;|又 有 基 列 地 、 基 述 人 、 瑪 迦 人 的 地 界 ． 並 黑 門 全 山 ． 巴 珊 全 地 、 直 到 撒 迦 、
cũng được toàn nước vua Oc trong Ba-san, vốn trị vì tại Ach-ta-rốt và Et-ri -i; người là kẻ chót trong dân Rê-pha-im còn sót lại. Môi-se đánh bại và đuổi chúng nó đi.|又 有 巴 珊 王 噩 的 全 國 ． 他 在 亞 斯 他 錄 和 以 得 來 作 王 、 利 乏 音 人 所 存 留 的 只 剩 下 他 ． 這 些 地 的 人 、 都 是 摩 西 所 擊 殺 所 趕 逐 的 。
Nhưng dân Y-sơ-ra-ên không đuổi đi dân Ghê-su-rít và dân Ma-ca-thít. Ay vậy, dân Ghê-su-rít và dân Ma-ca-thít còn ở giữa dân Y-sơ-ra-ên cho đến ngày nay.|以 色 列 人 卻 沒 有 趕 逐 基 述 人 、 瑪 迦 人 、 這 些 人 仍 住 在 以 色 列 中 、 直 到 今 日 。
Song Môi-se không phát phần sản nghiệp cho chi phái Lê-vi: những của lễ dâng cho Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên, ấy là phần sản nghiệp của chi phái đó, y như Ngài đã phán cùng Môi-se.|只 是 利 未 支 派 、 摩 西 〔 原 文 作 他 〕 沒 有 把 產 業 分 給 他 們 ． 他 們 的 產 業 、 乃 是 獻 與 耶 和 華 以 色 列 　 神 的 火 祭 ． 正 如 耶 和 華 所 應 許 他 們 的 。
Vậy, Môi-se có phát một phần cho chi phái Ru-bên tùy theo họ hàng của chúng.|摩 西 按 著 流 便 支 派 的 宗 族 、 分 給 他 們 產 業 ．
Địa phận chi phái Ru-bên chạy từ A-rô -e trên mé khe At-nôn, và từ thành ở giữa trũng, cùng toàn đồng bằng gần Mê-đê-ba;|他 們 的 境 界 、 是 亞 嫩 谷 邊 的 亞 羅 珥 、 和 谷 中 的 城 、 靠 近 米 底 巴 的 全 平 原 ．
Hết-bôn và các thành nó ở nơi đồng bằng là Đi-bôn, Ba-mốt-Ba-anh, Bết-Ba-anh-Mê-ôn,|希 實 本 並 屬 希 實 本 平 原 的 各 城 、 底 本 、 巴 末 巴 力 、 伯 巴 力 勉 、
Gia-hát, Kê-đê-mốt, Mê-phát,|雅 雜 、 基 底 莫 、 米 法 押 、
Ki-ri -a-ta-im, Síp-ma, Xê-rết-Ha-sa-cha ở trên núi của trũng,|基 列 亭 、 西 比 瑪 、 谷 中 山 的 細 列 哈 沙 轄 、
Bết-Phê -o, các triền núi Phích-ga, Bết-Giê-si-mốt,|伯 毘 珥 、 毘 斯 迦 山 坡 、 伯 耶 西 末 ．
các thành của xứ đồng bằng, toàn nước Si-hôn, vua dân A-mô-rít, vốn cai trị tại Hết-bôn, mà Môi-se đã đánh bại, với quan trưởng Ma-đi-an, là Ê-vi, Rê-kem, Xu-rơ, và Rê-ba, tức các quan trưởng làm chư hầu Si-hôn, và ở trong xứ.|平 原 的 各 城 、 並 亞 摩 利 王 西 宏 的 全 國 、 這 西 宏 曾 在 希 實 本 作 王 、 摩 西 把 他 和 米 甸 的 族 長 、 以 未 、 利 金 、 蘇 珥 、 戶 珥 、 利 巴 、 擊 殺 了 ． 這 都 是 住 那 地 屬 西 宏 為 首 領 的 。
Trong những người mà dân Y-sơ-ra-ên dùng gươm giết, thì có thuật sĩ Ba-la-am, con trai của Bê-ô.|那 時 以 色 列 人 在 所 殺 的 人 中 、 也 用 刀 殺 了 比 珥 的 兒 子 術 士 巴 蘭 。
Địa phận người Ru-bên có sông Giô-đanh làm giới hạn. Đó là sản nghiệp của người Ru-bên, tùy theo những họ hàng, thành ấp, và làng xóm của họ.|流 便 人 的 境 界 、 就 是 約 但 河 、 與 靠 近 約 但 河 的 地 ． 以 上 是 流 便 人 按 著 宗 族 所 得 為 業 的 諸 城 、 並 屬 城 的 村 莊 。
Môi-se cũng có phát một phần cho chi phái Gát, tùy theo họ hàng của chúng.|摩 西 按 著 迦 得 支 派 的 宗 族 、 分 給 他 們 產 業 ．
Địa phận của chi phái Gát là Gia-ê-xe, các thành Ga-la-át, phân nửa xứ dân Am-môn, cho đến A-rô -e đối ngang Ráp-ba;|他 們 的 境 界 、 是 雅 謝 和 基 列 的 各 城 、 並 亞 捫 人 的 一 半 地 、 直 到 拉 巴 前 的 亞 羅 珥 。
và từ Hết-bôn cho đến Ra-mát-Mít-bê, cùng Bê-tô-nim; đoạn từ Ma-ha-na-im cho đến bờ cõi Đê-bia.|從 希 實 本 、 到 拉 抹 米 斯 巴 、 和 比 多 寧 、 又 從 瑪 哈 念 、 到 底 璧 的 境 界 ．
Còn trong trũng thì Bết-Ha-ram, Bết-Nim-ra, Su-cốt, và Xa-phôn, tức là phần còn lại của nước Si-hôn, vua miền Giô-đanh cho đến cuối biển Ki-nê-rết tại bên kia sông Giô-đanh về phía đông.|並 谷 中 的 伯 亞 蘭 、 伯 寧 拉 、 疏 割 、 撒 分 、 就 是 希 實 本 王 西 宏 國 中 的 餘 地 ． 以 及 約 但 河 與 靠 近 約 但 河 的 地 、 直 到 基 尼 烈 海 的 極 邊 、 都 在 約 但 河 東 ．
Đó là sản nghiệp của người Gát, tùy theo những họ hàng, thành ấp, và làng xóm của họ.|以 上 是 迦 得 人 按 著 宗 族 所 得 為 業 的 諸 城 ． 並 屬 城 的 村 莊 。
Môi-se cũng có phát một phần cho phân nửa chi phái Ma-na-se, tùy theo họ hàng của chúng, là phần vẫn còn thuộc về phân nửa chi phái Ma-na-se.|摩 西 把 產 業 分 給 瑪 拿 西 半 支 派 、 是 按 著 瑪 拿 西 半 支 派 的 宗 族 所 分 的 ．
Địa phận của họ là từ Ma-ha-na-im, toàn Ba-san, cả nước Oc, vua Ba-san, và các thôn Giai-rơ trong Ba-san, có sáu mươi thành.|他 們 的 境 界 、 是 從 瑪 哈 念 起 、 包 括 巴 珊 全 地 、 就 是 巴 珊 王 噩 的 全 國 、 並 在 巴 珊 、 睚 珥 的 一 切 城 邑 、 共 六 十 個 。
Phân nửa xứ Ga-la-át, Ach-ta-rốt, và Et-ri -i, là hai thành về nước Oc tại Ba-san, đã phát cho phân nửa con cháu Ma-ki, chít của Ma-na-se, tùy theo họ hàng của chúng.|基 列 的 一 半 、 並 亞 斯 他 錄 、 以 得 來 、 就 是 屬 巴 珊 王 噩 國 的 二 城 、 是 按 著 宗 族 給 瑪 拿 西 的 兒 子 瑪 吉 的 一 半 子 孫 。
Đó là các sản nghiệp mà Môi-se phân phát tại trong đồng bằng Mô-áp, ở bên kia sông Giô-đanh về phía đông, đối ngang Giê-ri-cô.|以 上 是 摩 西 在 約 但 河 東 對 著 耶 利 哥 的 摩 押 平 原 、 所 分 給 他 們 的 產 業 。
Song Môi-se không phát sản nghiệp cho chi phái Lê-vi, vì Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên là sản nghiệp của chi phái ấy, y như Ngài đã phán cùng họ vậy.|只 是 利 未 支 派 、 摩 西 沒 有 把 產 業 分 給 他 們 ． 耶 和 華 以 色 列 的 　 神 是 他 們 的 產 業 ． 正 如 耶 和 華 所 應 許 他 們 的 。

					Giô-sua 14				|
						約書亞記 14					
Nầy là các phần dân Y-sơ-ra-ên nhận lãnh làm sản nghiệp trong xứ Ca-na-an, mà thầy tế lễ Ê-lê -a-sa, Giô-suê, con trai Nun, và các trưởng lão của những chi phái dân Y-sơ-ra-ên phân phát cho.|以 色 列 人 在 迦 南 地 所 得 的 產 業 、 就 是 祭 司 以 利 亞 撒 、 和 嫩 的 兒 子 約 書 亞 、 並 以 色 列 各 支 派 的 族 長 所 分 給 他 們 的 、 都 記 在 下 面 ．
Người ta bắt thăm chia xứ cho chín chi phái, và cho phân nửa chi phái, y như Đức Giê-hô-va đã cậy Môi-se phán dặn.|是 照 耶 和 華 藉 摩 西 所 吩 咐 的 、 把 產 業 拈 鬮 分 給 九 個 半 支 派 。
Môi-se đã phát cho hai chi phái và cho phân nửa chi phái kia phần sản nghiệp ở bên kia sông Giô-đanh; nhưng tại giữa họ người không phát phần sản nghiệp cho chi phái Lê-vi.|原 來 摩 西 在 約 但 河 東 、 已 經 把 產 業 分 給 那 兩 個 半 支 派 、 只 是 在 他 們 中 間 沒 有 把 產 業 分 給 利 未 人 ．
Con cháu Giô-sép phân làm hai chi phái, là Ma-na-se và Ep-ra-im; người ta không lấy phần sản nghiệp trong xứ mà phát cho người Lê-vi, nhưng chỉ phát mấy thành đặng ở, với đất chung quanh thành, để dùng cho các bầy súc vật và tài sản của họ.|因 為 約 瑟 的 子 孫 、 是 兩 個 支 派 、 就 是 瑪 拿 西 、 和 以 法 蓮 、 所 以 沒 有 把 地 分 給 利 未 人 、 但 給 他 們 城 邑 居 住 、 並 城 邑 的 郊 野 、 可 以 牧 養 他 們 的 牲 畜 、 安 置 他 們 的 財 物 。
Dân Y-sơ-ra-ên làm y theo điều Đức Giê-hô-va đã phán dặn Môi-se mà chia xứ.|耶 和 華 怎 樣 吩 咐 摩 西 、 以 色 列 人 就 照 樣 行 、 把 地 分 了 。
Vả, con cháu Giu-đa đến gần Giô-suê tại Ghinh ganh, và Ca-lép, con trai Giê-phu-nê, người Kê-nít, nói cùng người rằng: Ong biết điều thuộc về tôi và ông mà Đức Giê-hô-va đã phán cùng Môi-se, người của Đức Chúa Trời, tại Ca-đe-Ba-nê -a.|那 時 猶 大 人 來 到 吉 甲 見 約 書 亞 、 有 基 尼 洗 族 耶 孚 尼 的 兒 子 迦 勒 、 對 約 書 亞 說 、 耶 和 華 在 加 低 斯 巴 尼 亞 、 指 著 我 與 你 對 神 人 摩 西 所 說 的 話 、 你 都 知 道 了 ．
Khi Môi-se, tôi tớ của Đức Giê-hô-va, ở Ca-đe-Ba-nê -a sai tôi đi dọ thám xứ, thì tôi đã được bốn mươi tuổi; và tôi thuật lại cho người thật tình.|耶 和 華 的 僕 人 摩 西 、 從 加 低 斯 巴 尼 亞 打 發 我 窺 探 這 地 、 那 時 我 正 四 十 歲 ． 我 按 著 心 意 回 報 他 ．
Các anh em đồng đi lên với tôi làm cho bá tánh sờn lòng; còn tôi trung thành vâng theo Giê-hô-va Đức Chúa Trời của tôi.|然 而 同 我 上 去 的 眾 弟 兄 使 百 姓 的 心 消 化 ． 但 我 專 心 跟 從 耶 和 華 我 的 　 神 。
Trong ngày đó, Môi-se có thề mà rằng: Quả thật đất mà chơn ngươi đã đạp đến sẽ thuộc về ngươi và con cháu ngươi làm sản nghiệp đời đời; vì ngươi trung thành đã vâng theo Giê-hô-va Đức Chúa Trời ta.|當 日 摩 西 起 誓 說 、 你 腳 所 踏 之 地 、 定 要 歸 你 和 你 的 子 孫 、 永 遠 為 業 ． 因 為 你 專 心 跟 從 耶 和 華 我 的 　 神 。
Kìa, trong bốn mươi lăm năm nay, từ khi Ngài phán lời này cùng Môi-se, đương khi Y-sơ-ra-ên còn đi trong đồng vắng, Đức Giê-hô-va đã bảo tồn sanh mạng tôi đến bây giờ, và ngày nay tôi được tám mươi lăm tuổi.|自 從 耶 和 華 對 摩 西 說 這 話 的 時 候 、 耶 和 華 照 他 所 應 許 的 、 使 我 存 活 這 四 十 五 年 ． 其 間 以 色 列 人 在 曠 野 行 走 ． 看 哪 、 現 今 我 八 十 五 歲 了 、
Rày tôi cũng còn mạnh khỏe như ngày Môi-se sai tôi đi; tôi vẫn còn sức mà tôi có hồi đó, đặng đi đánh giặc, hoặc vào ra.|我 還 是 強 壯 、 像 摩 西 打 發 我 去 的 那 天 一 樣 ． 無 論 是 爭 戰 、 是 出 入 、 我 的 力 量 那 時 如 何 、 現 在 還 是 如 何 ．
Vậy, hãy ban cho tôi núi này, mà Đức Giê-hô-va đã phán đến trong ngày đó; vì bây giờ, ông đã hay rằng có dân A-na-kim và các thành lớn bền vững ở đó. Có lẽ Đức Giê-hô-va sẽ ở cùng tôi, và tôi sẽ đuổi chúng nó đi, y như Ngài đã phán chăng.|求 你 將 耶 和 華 那 日 應 許 我 的 這 山 地 給 我 ． 那 裡 有 亞 衲 族 人 、 並 寬 大 堅 固 的 城 、 你 也 曾 聽 見 了 ． 或 者 耶 和 華 照 他 所 應 許 的 與 我 同 在 、 我 就 把 他 們 趕 出 去 。
Giô-suê bèn chúc phước cho người, và ban Hếp-rôn cho Ca-lép, con trai Giê-phu-nê, làm sản nghiệp.|於 是 約 書 亞 為 耶 孚 尼 的 兒 子 迦 勒 祝 福 、 將 希 伯 崙 給 他 為 業 。
Bởi cớ đó, Hếp-rôn bị ban cho Ca-lép, làm sản nghiệp cho đến ngày nay; vì người có trung thành vâng theo Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên.|所 以 希 伯 崙 作 了 基 尼 洗 族 耶 孚 尼 的 兒 子 迦 勒 的 產 業 、 直 到 今 日 ． 因 為 他 專 心 跟 從 耶 和 華 以 色 列 的 　 神 。
Vả, khi xưa Hếp-rôn gọi là Ki-ri-át -A-ra-ba: A-ra-ba là người giềng giàng hơn hết trong dân A-na-kim. Từ đây về sau xứ được bình tịnh, không còn giặc giã.|希 伯 崙 從 前 名 叫 基 列 亞 巴 ． 亞 巴 是 亞 衲 族 中 最 尊 大 的 人 ． 於 是 國 中 太 平 、 沒 有 爭 戰 了 。

					Giô-sua 15				|
						約書亞記 15					
Phần đất bắt thăm trúng về chi phái Giu-đa, tùy theo những họ hàng của chúng, chạy từ phía giới hạn Ê-đôm tại đồng vắng Xin về phía nam, đến cuối miền nam.|猶 大 支 派 按 著 宗 族 拈 鬮 所 得 之 地 、 是 在 儘 南 邊 、 到 以 東 的 交 界 、 向 南 直 到 尋 的 曠 野 ．
Giới hạn phía nam chạy từ đầu Biển mặn, tức là từ phía ở ngay về hướng nam;|他 們 的 南 界 、 是 從 鹽 海 的 儘 邊 、 就 是 從 朝 南 的 海 汊 起 、
rồi từ dốc Ac-ráp-bim chạy dài xuống miềng nam, đi ngang qua Xin, lên phía nam Ca-đe-Ba-nê -a, đi ngang qua Hết-rôn, lên hướng At-đa, vòng qua Cạt-ca,|通 到 亞 克 拉 濱 坡 的 南 邊 、 接 連 到 尋 、 上 到 加 低 斯 巴 尼 亞 的 南 邊 、 又 過 希 斯 崙 、 上 到 亞 達 珥 、 繞 到 甲 加 、
đi ngang về hướng At-nôn, đổ vào khe Ê-díp-tô, rồi giáp biển. Ay đó sẽ là giới hạn phía nam của các ngươi.|接 連 到 押 們 、 通 到 埃 及 小 河 、 直 通 到 海 為 止 ． 這 就 是 他 們 的 南 界 。
Giới hạn về hướng đông là từ Biển mặn cho đến vàm sông Giô-đanh. Giới hạn phía bắc chạy từ phía biển nơi vàm sông Giô-đanh,|東 界 、 是 從 鹽 海 南 邊 到 約 但 河 口 。 北 界 、 是 從 約 但 河 口 的 海 汊 起 、
đi lên Bết-Hốt-la, trải qua phía bắc Bết -A-ra-ba, và chạy đến hòn đá Bô-han con trai của Ru-bên.|上 到 伯 曷 拉 、 過 伯 亞 拉 巴 的 北 邊 、 上 到 流 便 之 子 波 罕 的 磐 石 ．
Đoạn, giới hạn này đi lên về hướng Đê-bia, từ trũng A-cô chạy tới hướng bắc về phía Ghinh-ganh, đối ngang dốc A-đu-mim tại phía nam khe; rồi trải qua gần mé nước En-Sê-mết, và giáp En-Rô-ghên.|從 亞 割 谷 往 北 、 上 到 底 璧 、 直 向 河 南 亞 都 冥 坡 對 面 的 吉 甲 ． 又 接 連 到 隱 示 麥 泉 、 直 通 到 隱 羅 結 、
Từ đó giới hạn đi lên ngang qua trũng con trai Hi-nôm, về cạnh nam của Giê-hu, tức là Giê-ru-sa-lem. Kế đó, nó chạy lên cho đến chót núi nằm ngang trũng Hi-nôm về hướng tây, ở đầu phía bắc trũng Rê-pha-im.|上 到 欣 嫩 子 谷 、 貼 近 耶 布 斯 的 南 界 ． （ 耶 布 斯 就 是 耶 路 撒 冷 ） 又 上 到 欣 嫩 谷 西 邊 的 山 頂 、 就 是 在 利 乏 音 谷 極 北 的 邊 界 ．
Giới hạn này chạy từ chót núi đến suối nước Nép-thô-ách, và ăn về hướng các thành của núi Ep-rôn; rồi đi luôn đến Ba-la, là Ki-ri-át-Giê -a-rim.|又 從 山 頂 延 到 尼 弗 多 亞 的 水 源 、 通 到 以 弗 崙 山 的 城 邑 、 又 延 到 巴 拉 、 （ 巴 拉 就 是 基 列 耶 琳 ）
Nó vòng từ Ba-la qua hướng tây về lối núi Sê -i-rơ, rồi theo hướng bắc đi ngang qua phía núi Giê-ra-im, tức là Kê-sa-lôn; kế chạy xuống đến Bết-Sê-mết và qua Thim-na.|又 從 巴 拉 往 西 繞 到 西 珥 山 、 接 連 到 耶 琳 山 的 北 邊 ． （ 耶 琳 就 是 基 撒 崙 ） 又 下 到 伯 示 麥 過 亭 納 、
Từ đó giới hạn này cứ đi theo phía bắc Ec-rôn; đoạn băng qua hướng Siếc-rôn, trải qua núi Ba-la, ăn thẳng đến Giáp-nê-ên, rồi giáp biển.|通 到 以 革 倫 北 邊 、 延 到 施 基 崙 、 接 連 到 巴 拉 山 、 又 通 到 雅 比 聶 、 直 通 到 海 為 止 。
Còn giới hạn phía tây, ấy là biển lớn. Đó là giới hạn về bốn phía của người Giu-đa, tùy theo những họ hàng của chúng.|西 界 就 是 大 海 、 和 靠 近 大 海 之 地 、 這 是 猶 大 人 按 著 宗 族 所 得 之 地 四 圍 的 交 界 。
Người ta ban cho ca-lép, con trai Giê-phu-nê, một phần ở giữa người Giu-đa, tùy theo mạng lịnh của Đức Giê-hô-va phán cho Giô-suê, là thành của A-ra-ba, cha A-nác. Ay là thành Hếp-rôn.|約 書 亞 照 耶 和 華 所 吩 咐 的 、 將 猶 大 人 中 的 一 段 地 、 就 是 基 列 亞 巴 、 分 給 耶 孚 尼 的 兒 子 迦 勒 ． 亞 巴 是 亞 衲 族 的 始 祖 ． （ 基 列 亞 巴 就 是 希 伯 崙 ）
Ca-lép bèn đuổi đi ba con trai của A-nác, là Sê-sai, A-hi-nam, và Tha-mai.|迦 勒 就 從 那 裡 趕 出 亞 衲 族 的 三 個 族 長 、 就 是 示 篩 、 亞 希 幔 、 撻 買 ．
Từ đó người đi lên đánh dân thành Đê-bia; thuở xưa tên Đê-bia là Ki-ri-át-Sê-phe.|又 從 那 裡 上 去 、 攻 擊 底 璧 的 居 民 、 這 底 璧 從 前 名 叫 基 列 西 弗 。
Ca-lép nói rằng: Ta sẽ gả con gái ta là Ac-sa, làm vợ cho người nào đánh và chiếm lấy Ki-ri-át-Sê-phe.|迦 勒 說 、 誰 能 攻 打 基 列 西 弗 將 城 奪 取 、 我 就 把 我 女 兒 押 撒 給 他 為 妻 。
Ot-ni-ên, con trai của Kê-na, cháu Ca-lép, bèn chiếm được thành; Ca-lép gả Ac-sa, con gái mình, cho người làm vợ.|迦 勒 兄 弟 基 納 斯 的 兒 子 俄 陀 聶 、 奪 取 了 那 城 、 迦 勒 就 把 女 兒 押 撒 給 他 為 妻 。
Vả, xảy khi nàng vào nhà Ot-ni-ên, có thúc giục người xin cha mình một sở ruộng. Nàng leo xuống lừa; Ca-lép hỏi rằng: Con muốn chi?|押 撒 過 門 的 時 候 、 勸 丈 夫 向 他 父 親 求 一 塊 田 、 押 撒 一 下 驢 、 迦 勒 問 他 說 、 你 要 甚 麼 ．
Nàng thưa rằng: Xin cha ban một của phước cho con; vì cha lập con nơi đất miền nam, nên hãy cho con mấy suối nước. Người bèn ban cho nàng các suối ở trên và ở dưới.|他 說 、 求 你 賜 福 給 我 、 你 既 將 我 安 置 在 南 地 、 求 你 也 給 我 水 泉 ． 他 父 親 就 把 上 泉 下 泉 賜 給 他 。
Đó là sản nghiệp của chi phái Giu-đa, tùy theo những họ hàng của chúng.|以 下 是 猶 大 支 派 按 著 宗 族 所 得 的 產 業 。
Các thành ở đầu cùng chi phái Giu-đa, về phía ranh Ê-đôm tại miền nam là: Cáp-sê-ên, Ê-đe, Gia-gua,|猶 大 支 派 儘 南 邊 的 城 邑 、 與 以 東 交 界 相 近 的 、 就 是 甲 薛 、 以 得 、 雅 姑 珥 、
Ki-na, Đi-mô-na, A-đe -a-đa,|基 拿 、 底 摩 拿 、 亞 大 達 、
Kê-đe, Hát-so, Gít-nan,|基 低 斯 、 夏 瑣 、 以 提 楠 、
Xíp, Tê-lem, Bê -a-lốt,|西 弗 、 提 鍊 、 比 亞 綠 、
Hát-so-Ha-đa-tha, Kê-ri-giốt-Hết-rôn, tức là Hát-so;|夏 瑣 哈 大 他 、 加 略 希 斯 崙 、 （ 加 略 希 斯 崙 、 就 是 夏 瑣 ）
A-mam, Sê-ma, Mô-la-đa,|亞 曼 、 示 瑪 、 摩 拉 大 、
Hát-sa-ga-đa, Hết-môn, Bết-Pha-lê,|哈 薩 迦 大 、 黑 實 門 、 伯 帕 列 、
Hát-sa-Su-anh, Bê -e-Sê-ba, Bi-sốt-gia,|哈 薩 書 亞 、 別 是 巴 、 比 斯 約 他 、
Ba-la, Y-dim, Ê-xem,|巴 拉 、 以 因 、 以 森 、
