
					Job 1				|
Let his eyes see his trouble, and let him be full of the wrath of the Ruler of all!|Khá chính con mắt hắn xem thấy điều hư hoại mình, Và uống được sự thạnh nộ của Đấng Toàn năng.
For what interest has he in his house after him, when the number of his months is ended?|Vì khi số ngày định cho nó đã hết rồi, Nó nào kể chi đến gia quyến sau nó?
Is anyone able to give teaching to God? for he is the judge of those who are on high.|Đức Chúa Trời xét đoán những người cao vị; Vậy, người ta há sẽ dạy tri thức cho Ngài sao?
One comes to his end in complete well-being, full of peace and quiet:|Kẻ nầy thác giữa chừng mạnh mẽ, Được thanh nhàn và bình an mọi bề;
His buckets are full of milk, and there is no loss of strength in his bones.|Hai bình người đầy sữa, Và tủy xương người nhuần đượm.
And another comes to his end with a bitter soul, without ever tasting good.|Kẻ khác lại chết giữa chừng cay đắng linh hồn, Chẳng hề được nếm điều phước hạnh gì hết.
Together they go down to the dust, and are covered by the worm.|Cả hai đều nằm chung trong bụi đất, Giòi sâu che lấp họ.
See, I am conscious of your thoughts, and of your violent purposes against me;|Nầy, tôi biết ý tưởng các bạn toan dùng đặng làm tàn hại tôi.
For you say, Where is the house of the ruler, and where is the tent of the evil-doer?|Vì các bạn nói rằng: "Nhà kẻ cường bạo ở đâu? Trại kẻ ác ở nơi nào?"
Have you not put the question to the travellers, and do you not take note of their experience?|Chớ thì các bạn chẳng hề hỏi khách qua đường sao? Há chẳng nhờ chứng cớ của họ mà nhìn biết rằng,
How the evil man goes free in the day of trouble, and has salvation in the day of wrath?|Trong ngày tai họa, kẻ hung ác được khỏi, Và trong ngày thạnh nộ, nó được thoát?
Who will make his way clear to his face? and if he has done a thing, who gives him punishment for it?|Tại trước mặt hắn, ai dám trách hắn vì tánh hạnh hắn? Ai sẽ báo ứng điều hắn đã làm?
He is taken to his last resting-place, and keeps watch over it.|Nó sẽ được đưa đến huyệt mả, Và người ta sẽ canh giữ phần mộ nó.
The earth of the valley covering his bones is sweet to him, and all men come after him, as there were unnumbered before him.|Các cục đất của trũng lấy làm êm dịu cho nó; Mọi người đều đi noi theo, Và kẻ đi trước thì vô số.
Why then do you give me comfort with words in which there is no profit, when you see that there is nothing in your answers but deceit?|Vậy, sao các bạn an ủy tôi vô ích dường ấy? Vì những câu đáp của các bạn chỉ còn sự bất trung mà thôi.

					Job 22				|
						Gióp 22					
Then Eliphaz the Temanite made answer and said,|Ê-li-pha, người Thê-man, bèn đáp rằng:
Is it possible for a man to be of profit to God? No, for a man's wisdom is only of profit to himself.|Loài người có ích lợi chi cho Đức Chúa Trời chăng? Người khôn ngoan chỉ ích lợi cho chính mình mình mà thôi.
Is it of any interest to the Ruler of all that you are upright? or is it of use to him that your ways are without sin?|Dầu ông công bình, Đấng Toàn năng có vui chi chăng? tánh hạnh ông trọn vẹn, ấy được ích lợi gì cho Ngài sao?
Is it because you give him honour that he is sending punishment on you and is judging you?|Có phải vì Ngài sợ ông nên Ngài trách phạt, Và xét đoán ông chăng?
Is not your evil-doing great? and there is no end to your sins.|Sự dữ của ông há chẳng phải lớn sao? Các tội ác ông há không phải vô cùng ư?
For you have taken your brother's goods when he was not in your debt, and have taken away the clothing of those who have need of it.|Vì ông đã lấy của cầm của anh em mình vô cớ, Và lột quần áo của kẻ bị trần truồng.
You do not give water to the tired traveller, and from him who has no food you keep back bread.|Ong không cho kẻ khát xin nước uống, Chẳng ban cho người đói bánh ăn.
For it was the man with power who had the land, and the man with an honoured name who was living in it.|Còn người cường thạnh, đất tất thuộc về người; Ai được nể vì đã ở tại đó.
You have sent widows away without hearing their cause, and you have taken away the support of the child who has no father.|Ong có đuổi kẻ góa bụa đi tay không, Bẻ gãy nơi nương nhờ của kẻ mồ côi.
For this cause nets are round your feet, and you are overcome with sudden fear.|Bởi cớ ấy, ông bị bẫy bao vây, Và sự kinh khủng thình lình làm ông rối cực;
Your light is made dark so that you are unable to see, and you are covered by a mass of waters.|Hoặc tối tăm ngăn cản cho ông không thấy, Và nước tràn chìm ngập ông.
Is not God as high as heaven? and see the stars, how high they are!|Đức Chúa Trời há chẳng phải cao như các từng trời cao kia sao? Hãy xem chót các ngôi sao: cao biết bao nhiêu!
And you say, What knowledge has God? is he able to give decisions through the deep dark?|Còn ông nói: Đức Chúa Trời biết điều gì? Ngài có thể xét đoán ngang qua tăm tối đen kịch sao?
Thick clouds are covering him, so that he is unable to see; and he is walking on the arch of heaven.|Đám mây mịt mịt che phủ Ngài, nên Ngài chẳng thấy; Ngài bước đi trên bầu các từng trời.
Will you keep the old way by which evil men went?|Ong sẽ giữ theo lối xưa, Mà các kẻ gian ác đã đi sao?
Who were violently taken away before their time, who were overcome by the rush of waters:|Chúng nó bị truất diệt trước kỳ định, Cái nền họ bị dòng nước đánh trôi đi;
Who said to God, Go away from us; and, What is the Ruler of all able to do to us?|Chúng nó nói với Đức Chúa Trời rằng: Chúa hãy lìa khỏi chúng tôi; Lại rằng: Đấng Toàn năng sẽ làm được gì cho chúng ta?
Though he made their houses full of good things: but the purpose of the evil-doers is far from me!|Dẫu vậy, Ngài có làm cho nhà họ đầy vật tốt: Nguyện các mưu chước kẻ ác hãy cách xa tôi!
The upright saw it and were glad: and those who had done no wrong made sport of them,|Người công bình thấy điều đó, và vui mừng; Còn người vô tội sẽ nhạo báng chúng nó, mà rằng:
Saying, Truly, their substance is cut off, and their wealth is food for the fire.|Kẻ dấy lên cùng chúng tôi quả hẳn bị diệt, Và kẻ sót lại của chúng lửa đã thiêu đốt đi.
Put yourself now in a right relation with him and be at peace: so will you do well in your undertakings.|Ay vậy, ông hãy hòa thuận với Ngài. Hãy ở bình an: nhờ đó phước hạnh sẽ giáng cho ông.
Be pleased to take teaching from his mouth, and let his words be stored up in your heart.|Hãy nhận lãnh luật pháp từ nơi miệng của Ngài. Và để các lời Ngài vào lòng của mình.
If you come back to the Ruler of all, making yourself low before him; if you put evil far away from your tents;|Nếu ông trở lại cùng Đấng Toàn năng, tất ông sẽ được lập lại. Nếu ông trừ bỏ sự gian ác khỏi trại mình,
And put your gold in the dust, even your gold of Ophir among the rocks of the valleys;|Ném bửu vật mình vào bụi đất, Và quăng vàng Ô phia giữa các hòn đá của khe,
Then the Ruler of all will be your gold, and his teaching will be your silver;|Thì Đấng Toàn năng sẽ là bửu vật của ông, Ngài sẽ là bạc quí cho ông.
For then you will have delight in the Ruler of all, and your face will be lifted up to God.|Vì bấy giờ, ông sẽ được vui sướng nơi Đấng Toàn năng, Và được ngước mắt lên cùng Đức Chúa Trời.
You will make your prayer to him, and be answered; and you will give effect to your oaths.|Tôi sẽ cầu khẩn cùng Ngài, Ngài sẽ nghe lời mình, Và ông sẽ trả xong lời khẩn nguyện mình.
Your purposes will come about, and light will be shining on your ways.|Nếu ông nhứt định việc gì, việc ấy chắc sẽ được thành; Anh sáng sẽ chói trên đường lối mình.
For God makes low those whose hearts are lifted up, but he is a saviour to the poor in spirit.|Khi người ta gây cho mình bị hạ xuống, thì ông sẽ nói rằng: Hãy chổi lên! Còn kẻ khiêm nhường Đức Chúa Trời sẽ cứu rỗi;
He makes safe the man who is free from sin, and if your hands are clean, salvation will be yours.|Đến đỗi Ngài sẽ giải cứu kẻ có tội; Thật, kẻ ấy sẽ nhờ sự thanh sạch của tay ông mà đước cứu.

					Job 23				|
						Gióp 23					
And Job made answer and said,|Gióp đáp rằng:
Even today my outcry is bitter; his hand is hard on my sorrow.|Cho đến ngày nay, sự than siết tôi hãy còn cay đắng, Tay đè trên tôi nặng hơn sự rên siết tôi.
If only I had knowledge of where he might be seen, so that I might come even to his seat!|Oi! Chớ chi tôi biết nơi nào tìm được Chúa, Hầu cho đi đến trước tòa của Ngài?
I would put my cause in order before him, and my mouth would be full of arguments.|Tôi hẳn sẽ giãi bày duyên cớ tôi trước mặt Ngài, Và làm đầy miệng tôi những lý luận.
I would see what his answers would be, and have knowledge of what he would say to me.|Tôi sẽ biết các lời Ngài đáp lại cho tôi, Và hiểu điều Ngài muốn phán cùng tôi.
Would he make use of his great power to overcome me? No, but he would give attention to me.|Chúa há sẽ lấy quyền năng lớn lao Ngài mà tranh luận với tôi sao? Không, Ngài sẽ chú ý về tôi.
There an upright man might put his cause before him; and I would be free for ever from my judge.|Tại đó người ngay thẳng sẽ luận biện với Ngài, Và tôi được thoát khỏi kẻ đoán xét tôi đến mãi mãi.
See, I go forward, but he is not there; and back, but I do not see him;|Nầy, tôi đi tới trước, nhưng không có Ngài tại đó; Tôi đi lại sau, song tôi cũng chẳng nhìn thấy Ngài;
I am looking for him on the left hand, but there is no sign of him; and turning to the right, I am not able to see him.|Qua phía tả, khi Ngài đương làm công việc đó, song tôi không phân biệt Ngài được; Ngài ẩn tại phía hữu, nên tôi chẳng thấy Ngài.
For he has knowledge of the way I take; after I have been tested I will come out like gold.|Nhưng Chúa biết con đường tôi đi; Khi Ngài đã thử rèn tôi, tôi sẽ ra như vàng.
My feet have gone in his steps; I have kept in his way, without turning to one side or to the other.|Chơn tôi bén theo bước Chúa; Tôi giữ đi theo đường Ngài, chẳng hề sai lệch.
I have never gone against the orders of his lips; the words of his mouth have been stored up in my heart.|Tôi chẳng hề lìa bỏ các điều răn của môi Ngài, Vẫn vâng theo lời của miệng Ngài hơn là ý muốn lòng tôi.
But his purpose is fixed and there is no changing it; and he gives effect to the desire of his soul.|Nhưng Chúa đã một ý nhứt định, ai làm cho Ngài đổi được? Điều gì lòng Ngài muốn, ắt Ngài làm cho thành:
For what has been ordered for me by him will be gone through to the end: and his mind is full of such designs.|Điều Ngài đã nhứt định cho tôi, tất Ngài sẽ làm cho xong: Trong lòng Ngài còn có lắm điều khác giống như vậy.
For this cause I am in fear before him, my thoughts of him overcome me.|Bởi cớ ấy, tôi kinh khủng trước mặt Ngài; Khi nào tôi tưởng đến, bèn sợ hãi Ngài.
For God has made my heart feeble, and my mind is troubled before the Ruler of all.|Vì Đức Chúa Trời khiến lòng tôi bủn rủn, Đấng Toàn năng làm cho tôi hoảng sợ;
For I am overcome by the dark, and by the black night which is covering my face.|Vì tôi chẳng sợ sệt bởi sự tối tăm, Cũng chẳng sợ hãi vì u ám mù mịt che phủ mặt tôi.

					Job 24				|
						Gióp 24					
Why are times not stored up by the Ruler of all, and why do those who have knowledge of him not see his days?|Nhân vì Đấng Toàn năng đã định kỳ phạt ác, Cớ sao Ngài không khiến kẻ nhận biết Ngài được thấy ngày ấy?
The landmarks are changed by evil men, they violently take away flocks, together with their keepers.|Có người dời sụt mộc giới, An cắp bầy chiên, rồi dẫn cho ăn.
They send away the ass of him who has no father, they take the widow's ox for debt.|Chúng cướp dẫn lừa của kẻ mồ côi, Lấy bò của người góa bụa làm của cầm.
The crushed are turned out of the way; all the poor of the earth go into a secret place together.|Chúng khiến kẻ nghèo lìa bỏ đường chánh đáng, Kẻ khốn cùng của thế gian đồng nhau đi ẩn tránh.
Like asses in the waste land they go out to their work, looking for food with care; from the waste land they get bread for their children.|Kìa, vừa sớm mai chúng đi ra làm công việc mình, Tìm lương thực mình, như lừa rừng nơi đồng vắng; Đồng vắng cấp thực vật cho con cái chúng nó.
They get mixed grain from the field, and they take away the late fruit from the vines of those who have wealth.|Chúng nó thâu góp rơm cỏ tại trong đồng ruộng, Mót trái nho trong vườn của kẻ là ác.
They take their rest at night without clothing, and have no cover in the cold.|Trọn đêm chúng nó nằm trần truồng không quần áo, Và chẳng có mềm đắp khỏi lạnh.
They are wet with the rain of the mountains, and get into the cracks of the rock for cover.|Chúng nó bị dầm mưa núi, Không nơi đụt, bèn nép mình vào hòn đá.
The child without a father is forced from its mother's breast, and they take the young children of the poor for debt.|Có người cướp kẻ mồ côi cha còn bú; Bắt thế chưng áo trên mình kẻ nghèo;
Others go about without clothing, and though they have no food, they get in the grain from the fields.|Đến đỗi người nghèo phải đi trần không áo, Vác những bó lúa, mà bị đói.
Between the lines of olive-trees they make oil; though they have no drink, they are crushing out the grapes.|Chúng ép dầu trong kho chủ mình, Đạp trái nho nơi thùng, mà bị khát.
From the town come sounds of pain from those who are near death, and the soul of the wounded is crying out for help; but God does not take note of their prayer.|Từ trong thành nổi lên tiếng thở than của người ta, Linh hồn kẻ bị thương kêu van; Song Đức Chúa Trời không kể đến tội ác vẫn phạm tại đó.
Then there are those who are haters of the light, who have no knowledge of its ways, and do not go in them.|Cũng có kẻ khác thù nghịch với ánh sáng; Không biết đạo của ánh sáng, Và chẳng đi trong con đường nó.
He who is purposing death gets up before day, so that he may put to death the poor and those in need.|Vừa rạng ngày kẻ giết người chổi dậy, Giết kẻ nghèo khổ và túng cùng; Còn ban đêm nó như kẻ trộm.
And the man whose desire is for the wife of another is waiting for the evening, saying, No eye will see me; and he puts a cover on his face. And in the night the thief goes about;|Mắt kẻ hành dâm cũng trông ngóng khi chập tối, Mà nói rằng: "Chẳng một mắt ai sẽ thấy tôi", Và nó che kín mặt mình.
In the dark he makes holes in the walls of houses: in the daytime they are shutting themselves up, they have no knowledge of the light.|Đương đêm tối tăm chúng nó khoét nhà, Ban ngày lại rút ẩn mất; Chúng nó chẳng biết ánh sáng.
For the middle of the night is as morning to them, they are not troubled by the fear of the dark.|Buổi sáng vốn là bóng chết cho chúng nó thay thảy, Vì chúng nó biết sự kinh hãi về bóng sự chết,
They go quickly on the face of the waters; their heritage is cursed in the earth; the steps of the crusher of grapes are not turned to their vine-garden.|Chúng nó qua chong chóng như vật nhẹ trôi nơi mặt nước; Phần nghiệp họ bị rủa sả tại trên đất; Chẳng còn trở về lối vườn nho nữa.
Snow waters become dry with the heat: so do sinners go down into the underworld.|Sự khô hạn và sự nắng tiêu tan nước tuyết đi; âm phủ cũng làm như vậy cho những kẻ có tội.
The public place of his town has no more knowledge of him, and his name has gone from the memory of men: he is rooted up like a dead tree.|Lòng mẹ sẽ quên chúng nó đi; Các sâu bọ ăn ngon chúng nó; Người ta không còn nhớ họ nữa; Và sự gian ác sẽ bị bẻ gẫy ra như cây cối.
He is not kind to the widow, and he has no pity for her child.|Chúng nó cướp giựt người đờn bà son sẻ, không sanh con, Chẳng làm điều lành cho người góa bụa.
But God by his power gives long life to the strong; he gets up again, though he has no hope of life.|Song Đức Chúa Trời lấy quyền năng Ngài mà bảo toàn người thế lực; Ngài đỡ lên kẻ hết trông được bảo tồn mạng sống mình.
He takes away his fear of danger and gives him support; and his eyes are on his ways.|Đức Chúa Trời ban cho chúng sự vững vàng, chúng nương cậy nơi sự ấy; Nhưng con mắt Ngài coi chừng đường lối của chúng.
For a short time they are lifted up; then they are gone; they are made low, they are pulled off like fruit, and like the heads of grain they are cut off.|Chúng được cao trọng; đoạn một ít lâu, chẳng còn nữa. Chúng ngã xuống, bị cất đem đi như mọi người khác; Họ bị cắt như ngọn gié lúa vậy.
And if it is not so, now, who will make it clear that my words are false, and that what I say is of no value?|Nếu điều đó chẳng vậy, ai bắt lẽ tôi nói dối, Và diệt lời giảng luận tôi ra hư không?

					Job 25				|
						Gióp 25					
Then Bildad the Shuhite made answer and said,|Binh-đát, người Su -a, bèn đáp rằng:
Rule and power are his; he makes peace in his high places.|Quyền quản trị và sự sợ hãi thuộc về Chúa: Ngài khiến hòa bình trong các nơi cao của ngài.
Is it possible for his armies to be numbered? and on whom is not his light shining?|Ai cai được số của đạo binh Chúa? Có ai mà ánh sáng Ngài không chói đến sao?
How then is it possible for man to be upright before God? or how may he be clean who is a son of woman?|Làm sao loài người được công bình trước mặt Đức chúa Trời? Kẻ nào bị người nữ sanh ra, sao cho là trong sạch được?
See, even the moon is not bright, and the stars are not clean in his eyes:|Kìa, mặt trăng không chiếu sáng, Các ngôi sao chẳng tinh sạch tại trước mặt Ngài thay:
How much less man who is an insect, and the son of man who is a worm!|Phương chi loài người vốn giống như con sâu, Và con cái loài người giống như một con giòi bọ!

					Job 26				|
						Gióp 26					
Then Job made answer and said,|Gióp cất tiếng đáp rằng:
How have you given help to him who has no power! how have you been the salvation of the arm which has no strength!|Ngươi đã phù trợ kẻ không quyền dường nào! Tiếp cứu cánh tay chẳng sức lực,
How have you given teaching to him who has no wisdom, and fully made clear true knowledge!|Khuyên luận kẻ vô tri, Và tỏ biết bao sự khôn sáng chơn thật!
To whom have your words been said? and whose spirit came out from you?|Người đã giảng luận cho ai? Linh hồn của ai bởi người mà ra?
The shades in the underworld are shaking; the waters and those living in them.|Kẻ qua đời run rảy Dưới nước lớn, và muôn vật ở đó cũng vậy.
The underworld is uncovered before him, and Destruction has no veil.|Am phủ bày lộ ra trước mặt Đức Chúa Trời, Và vực sâu không màn che khuất,
By his hand the north is stretched out in space, and the earth is hanging on nothing.|Chúa trải bắc cực ra trên vùng trống, Treo trái đất trong khoảng không không.
By him the waters are shut up in his thick clouds, and the cloud does not give way under them.|Ngài ém nước trong các áng mây Ngài, Mà áng mây không bứt ra vì nước ấy.
By him the face of his high seat is veiled, and his cloud stretched out over it.|Ngài che khuất bề mặt của ngai Ngài, Và trải mây Ngài ở trên nó.
By him a circle is marked out on the face of the waters, to the limits of the light and the dark.|Ngài đã vẽ một vòng tròn trên mặt nước, Cho đến nơi giới cực của ánh sáng và tối tăm giáp nhau.
The pillars of heaven are shaking, and are overcome by his sharp words.|Nhưng trụ của các từng trời rúng động, Và sững sờ khi Đức Chúa Trời hăm dọa.
By his power the sea was made quiet; and by his wisdom Rahab was wounded.|Ngài lấy quyền năng mình mà khiến biển dậy lên, Và nhờ sự khôn ngoan mình mà đánh vỡ Ra-háp.
By his wind the heavens become bright: by his hand the quickly moving snake was cut through.|Thần Chúa điểm trang các từng trời; Tay Chúa đấm lũng rắn thoảng qua lẹ.
See, these are only the outskirts of his ways; and how small is that which comes to our ears about him! But the thunder of his acts of power is outside all knowledge.|Kìa, ấy chỉ là biên giới của các đường lối Ngài; Ta được nghe tiếng nói về Chúa xầm xì nhỏ thay! Nhưng ai hiểu rõ tiếng sấm của quyền năng Ngài?

					Job 27				|
						Gióp 27					
And Job again took up the word and said,|Gióp tiếp nói lẽ luận cao mình, mà rằng:
By the life of God, who has taken away my right; and of the Ruler of all, who has made my soul bitter;|Đức Chúa Trời đã đoạt lấy lý tôi, Đấng Toàn năng khiến linh hồn tôi bị cay đắng, Tôi chỉ sanh mạng của Ngài mà thề rằng:
(For all my breath is still in me, and the spirit of God is my life;)|Hễ hơi thở tôi còn ở mình tôi, Và sanh khí của Đức Chúa Trời còn trong lỗ mũi tôi,
Truly, there is no deceit in my lips, and my tongue does not say what is false.|Quả hẳn môi tôi sẽ chẳng nói sự gian ác, Lưỡi tôi cũng không giảng ra điều giả dối.
Let it be far from me! I will certainly not say that you are right! I will come to death before I give up my righteousness.|Khi tôi đoán xét, không thể nào cho các bạn là phải! Cho đến kỳ chết, tôi chẳng hề thôi quả quyết rằng tôi trọn vẹn.
I will keep it safe, and will not let it go: my heart has nothing to say against any part of my life.|Tôi giữ chặt sự công bình mình, không rời bỏ nó; Trọn đời tôi, lòng tôi sẽ chẳng cáo trách tôi.
Let my hater be like the evil man, and let him who comes against me be as the sinner.|Ước gì cừu địch tôi bị xử như kẻ ác, Và kẻ dấy lên nghịch cùng tôi bị cầm như kẻ trái lẽ công bình.
For what is the hope of the sinner when he is cut off, when God takes back his soul?|Dầu kẻ ác được tài sản, Đức Chúa Trời cất lấy linh hồn nó đi; Vậy, sự trông cậy kẻ ác là gì?
Will his cry come to the ears of God when he is in trouble?|Khi sự hoạn nạn xảy đến cùng hắn, Đức Chúa Trời há sẽ nghe tiếng của hắn sao?
Will he take delight in the Ruler of all, and make his prayer to God at all times?|Có phải hắn sẽ tìm được sự vui sướng mình nơi Đấng Toàn năng, Và thường thường cầu khẩn Đức Chúa trời sao?
I will give you teaching about the hand of God; I will not keep secret from you what is in the mind of the Ruler of all.|Tôi sẽ chỉ dạy cho các bạn việc tay Đức Chúa Trời làm, Không giấu các bạn ý của Đấng Toàn năng.
Truly, you have all seen it yourselves; why then have you become completely foolish?|Nầy, chánh các bạn đã thấy điều đó, Vậy, nhơn sao còn có những tư tưởng hư không kia?
This is the punishment of the evil-doer from God, and the heritage given to the cruel by the Ruler of all.|Này là phần mà Đức Chúa Trời định cho kẻ ác, Và cơ nghiệp của kẻ cường bạo nhận lãnh từ Đấng Toàn năng:
If his children are increased, it is for the sword; and his offspring have not enough bread.|Nếu con cái hắn thêm nhiều, ấy để cho gươm giết; Còn dòng dõi hắn ắt không ăn cho no nê được.
When those of his house who are still living come to their end by disease, they are not put into the earth, and their widows are not weeping for them.|Kẻ còn sống sót lại của hắn bị sự chết vùi dập, Và người góa bụa hắn sẽ không than khóc.
Though he may get silver together like dust, and make ready great stores of clothing;|Dẫu hắn có thâu góp bạc tiền như cát bụi, Sắm sửa quần áo nhiều như bùn;
He may get them ready, but the upright will put them on, and he who is free from sin will take the silver for a heritage.|Thật hắn sắm sửa, song rồi ra người công bình sẽ mặc lấy, Còn bạc, kẻ vô tội sẽ chia nhau.
His house has no more strength than a spider's thread, or a watchman's tent.|Người cất nhà mình như ổ sâu trùng, Như chòi mà người giữ vườn nho thường cất.
He goes to rest full of wealth, but does so for the last time: on opening his eyes, he sees it there no longer.|Hắn nằm xuống giàu có, song sẽ chẳng được liệm; Nó mở con mắt ra, bèn chẳng còn nữa.
Fears overtake him like rushing waters; in the night the storm-wind takes him away.|Sự kinh khiếp thình lình áp vào hắn như thể nước lụt; Bão tố đoạt lấy hắn trong lúc ban đêm.
The east wind takes him up and he is gone; he is forced violently out of his place.|Gió đông đem hắn đi, bèn biệt mất; Một luồng dông lớn rứt hắn đi khỏi chổ hắn.
God sends his arrows against him without mercy; he goes in flight before his hand.|Đức Chúa Trời giáng tai vạ trên mình hắn, chẳng thương xót lấy; Hắn rất muốn chạy trốn khỏi tay Ngài.
Men make signs of joy because of him, driving him from his place with sounds of hissing.|Người ta sẽ vỗ tay mừng về việc hắn; Và hút gió đuổi hắn khỏi chỗ ở của hắn.

					Job 28				|
						Gióp 28					
Truly there is a mine for silver, and a place where gold is washed out.|Bạc có mỏ để người ta đào lấy nó, Và vàng có nơi người ta luyện nó.
Iron is taken out of the earth, and stone is changed into brass by the fire.|Sắt từ nơi đất lấy ra, Đá đúc chảy ra mà lấy được đồng.
Man puts an end to the dark, searching out to the farthest limit the stones of the deep places of the dark.|Loài người làm tan tăm tối, Dò xét đến cùng tột, Hòn đá ở nơi âm ẩm tối tăm đen kịch.
He makes a deep mine far away from those living in the light of day; when they go about on the earth, they have no knowledge of those who are under them, who are hanging far from men, twisting from side to side on a cord.|Người ta đào mỏ xa chỗ loài người ở trên thế, Tại trong nơi vắng vẻ không chơn người đi đến; Chúng bị treo và đòng đưa xa cách loài người,
As for the earth, bread comes out of it; but under its face it is turned up as if by fire.|Đất sanh ra lương thực, Còn ở bên dưới nó dường như bị lửa xao lộn.
Its stones are the place of sapphires, and it has dust of gold.|Các đá nó là chỗ có ngọc bích, Người ta tìm được mạt vàng tại đó.
No bird has knowledge of it, and the hawk's eye has never seen it.|Chim ăn mồi chẳng biết đường lối nầy; Mắt chim ưng không tìm nó ra được;
The great beasts have not gone over it, and the cruel lion has not taken that way.|Thú dữ không hề bước trên nó, Sư tử chẳng có đi ngang qua đó.
Man puts out his hand on the hard rock, overturning mountains by the roots.|Loài người tra tay trên hòn đá cứng, Đánh đổ các núi từ nơi nền của nó.
He makes deep ways, cut through the rock, and his eye sees everything of value.|Người đục hang trong hòn đá, Mắt nó tìm được mọi bửu vật ở trong.
He keeps back the streams from flowing, and makes the secret things come out into the light.|Người ngăn nước sông để chẳng rịnh ra; Đem ra sáng điều chi ẩn bí.
But where may wisdom be seen? and where is the resting-place of knowledge?|Còn sự khôn ngoan tìm được ở đâu? Tại nơi nào có sự thông sáng?
Man has not seen the way to it, and it is not in the land of the living.|Người ta chẳng biết được giá trị nó; Nó không ở tại trên đất của loài sống.
The deep waters say, It is not in me: and the sea says, It is not with me.|Vực sâu rằng: Nó chẳng có trong tôi, Và biển rằng: Nó không ở cùng tôi.
Gold may not be given for it, or a weight of silver in payment for it.|Chẳng dùng vàng ròng đổi lấy nó đặng, Cũng không hề cân bạc mà mua được nó.
It may not be valued with the gold of Ophir, with the onyx of great price, or the sapphire.|Người ta không đánh giá nó với vàng Ô-phia, Hoặc với ngọc hồng mã não hay là với ngọc bích.
Gold and glass are not equal to it in price, and it may not be exchanged for jewels of the best gold.|Chẳng sánh nó được với vàng hay là pha lê, Cũng không đổi nó để lấy khí dụng bằng vàng ròng.
There is no need to say anything about coral or crystal; and the value of wisdom is greater than that of pearls.|Còn san hô và thủy tinh, thì chẳng cần nói đến; Giá trị sự khôn ngoan thật cao hơn châu báu.
The topaz of Ethiopia is not equal to it, and it may not be valued with the best gold.|Ngọc sắc vàng Ê-thi-Ô bi nào sánh cùng nó được đâu; Cũng không hề đánh giá nó với vàng ròng.
From where then does wisdom come, and where is the resting-place of knowledge?|Vậy thì sự khôn ngoan ở đâu đến? Sự thông sáng ở tại nơi nào?
For it is kept secret from the eyes of all living, unseen by the birds of the air.|Nó vẫn giấu khuất mắt các loài sống. Và tránh ẩn các chim trời.
Destruction and Death say, We have only had word of it with our ears.|Chốn trầm luân và sự chết nói rằng: Lỗ tai chúng tôi có nghe tiếng đồn về nó.
God has knowledge of the way to it, and of its resting-place;|Đức Chúa Trời thông hiểu con đường nó, Và rõ biết chỗ ở của nó.
For his eyes go to the ends of the earth, and he sees everything under heaven.|Vì Ngài nhìn thấu tận các đầu thế gian, Và thấy rõ khắp thiên hạ.
When he made a weight for the wind, measuring out the waters;|Khi Ngài định sức nặng cho gió, độ lượng cho các nước,
When he made a law for the rain, and a way for the thunder-flames;|Định luật lệ cho mưa, Và lập đường lối cho chớp và sấm.
Then he saw it, and put it on record; he gave it its fixed form, searching it out completely.|Bấy giờ Ngài thấy sự khôn ngoan, và bày tỏ nó ra, Ngài lập nó và dò xét nó nữa;
And he said to man, Truly the fear of the Lord is wisdom, and to keep from evil is the way to knowledge.|Đoạn, phán với loài nguời rằng: Kính sợ Chúa, ấy là sự khôn ngoan; Tránh khỏi điều ác, ấy là sự thông sáng.

					Job 29				|
						Gióp 29					
And Job again took up the word and said,|Gióp cứ nói lẽ luận cao mình, mà rằng:
If only I might again be as I was in the months which are past, in the days when God was watching over me!|Oi! Ước gì tôi được như buổi trước, Như trong các ngày mà Đức Chúa Trời gìn giữ tôi;
When his light was shining over my head, and when I went through the dark by his light.|Khi ngọn đuốc Chúa soi trên đầu tôi; Và nhờ ánh sáng Ngài, tôi bước qua sự tối tăm.
As I was in my flowering years, when my tent was covered by the hand of God;|Chớ chi tôi được như lúc còn tráng kiệt, Khi tình thiệt hữu của Đức Chúa Trời còn đoái đến trại tôi;
While the Ruler of all was still with me, and my children were round me;|Khi Đấng Toàn năng còn ở cùng tôi, Và các con cái tôi vây quanh tôi;
When my steps were washed with milk, and rivers of oil were flowing out of the rock for me.|Lúc tôi rửa chơn trong sữa, Và hòn đá phun suối dầu ra cho tôi!
When I went out of my door to go up to the town, and took my seat in the public place,|Khi tôi đi ra đến cửa thành, Sửa soạn chỗ ngồi mình tại phố chợ,
The young men saw me, and went away, and the old men got up from their seats;|Các gã trai trẻ thấy tôi bèn ẩn đi, Và các người già cả đều chổi dậy và đứng;
The rulers kept quiet, and put their hands on their mouths;|Những quan trưởng kiêng nói, Và lấy tay bụm miệng;
The chiefs kept back their words, and their tongues were joined to the roofs of their mouths.|Tiếng người tước vị nín thinh, Và lưỡi họ dính nơi ổ gà.
For when it came to their ears, men said that I was truly happy; and when their eyes saw, they gave witness to me;|Khi tai ai nghe tôi, bèn xưng tôi có phước, Mắt ai thấy tôi, bèn làm chứng cho tôi.
For I was a saviour to the poor when he was crying for help, to the child with no father, and to him who had no supporter.|Ay vì tôi giải cứu kẻ khốn cùng kêu cầu, Và kẻ mồ côi không ai giúp đỡ.
