
					Isaiah 1				|
At the loud noise the peoples have gone in flight; at your coming up the nations have gone in all directions.|Nghe tiếng ồn ào, các dân đều trốn tránh; khi Chúa dấy lên, các nước đều vỡ tan.
And the goods taken in war will be got together like the massing of young locusts; men will be rushing on them like the rushing of locusts.|Của cải các ngươi sẽ bị thâu lại như con sâu thâu lại; người ta sấn đến trên nó như cào cào nhảy tới.
The Lord is lifted up; his place is on high: he has made Zion full of righteousness and true religion.|Đức Giê-hô-va là cao trọng, vì Ngài ở nơi cao. Ngài làm cho Si-ôn đầy dẫy sự công bình và chánh trực.
And she will have no more fear of change, being full of salvation, wisdom, and knowledge: the fear of the Lord is her wealth.|Ngày giờ của ngươi sẽ được sự bền vững, sự giải cứu dư dật, sự khôn ngoan, sự thông biết, sự kính sợ Đức Giê-hô-va sẽ là vật châu báu của ngươi.
See, the men of war are sorrowing outside the town: those who came looking for peace are weeping bitterly.|Nầy, những kẻ mạnh bạo đương kêu rêu ở ngoài; các sứ giả cầu hòa khóc lóc đắng cay.
The highways are waste, no man is journeying there: the agreement is broken, he has made sport of the towns, he has no thought for man.|Đường cái hoang loạn, người ta không qua lại nữa; kẻ thù đã dứt lời giao ước, khinh dể các thành ấp, chẳng thèm kể đến nhơn dân.
The earth is sorrowing and wasting away; Lebanon is put to shame and has become waste; Sharon is like the Arabah; and in Bashan and Carmel the leaves are falling.|Đất đai thảm sầu hao mòn. Li-ban xấu hổ và khô héo. Sa-rôn giống như nơi sa mạc; Ba-san và Cạt-mên cây cối điêu tàn.
Now will I come forward, says the Lord; now will I be lifted up; now will my power be seen.|Đức Giê-hô-va phán: Bây giờ ta sẽ chỗi dậy; bây giờ ta sẽ dấy mình lên; bây giờ ta sẽ lên cao!
Your designs will be without profit, and their effect will be nothing: you will be burned up by the fire of my breath.|Các ngươi sẽ có nghén rơm rạ và sẽ đẻ ra cỏ rác. Hơi các ngươi thở ra tức là lửa thiêu nuốt mình.
And the peoples will be like the burning of chalk: as thorns cut down, which are burned in the fire.|Các dân sự sẽ như vôi đương sôi nổi, như gai đã chặt bị đốt trong lửa.
Give ear, you who are far off, to what I have done: see my power, you who are near.|Các ngươi là kẻ ở xa, hãy nghe việc ta đã làm; còn các ngươi là kẻ ở gần, hãy nhận biết năng lực ta.
The sinners in Zion are full of fear; the haters of God are shaking with wonder. Who among us may keep his place before the burning fire? who among us may see the eternal burnings?|Những kẻ phạm tội đã kinh hãi trong Si-ôn; bọn vô đạo đã run rẩy. Ai trong chúng ta ở được với đám lửa thiêu nuốt? Ai trong chúng ta ở được với sự thiêu đốt đời đời?
He whose ways are true, and whose words are upright; he who gives no thought to the profits of false acts, whose hands have not taken rewards, who will have no part in putting men to death, and whose eyes are shut against evil;|Ay là kẻ bước theo công bình, nói ra chánh trực; khinh món lợi hoạch tài, vung tay chẳng lấy của hối lộ; bưng tai chẳng nghe chuyện đổ huyết, bịt mắt chẳng thấy điều ác.
He will have a place on high: he will be safely shut in by the high rocks: his bread will be given to him; his waters will be certain.|Kẻ đó sẽ ở trong nơi cao; các vầng đá bền vững sẽ là đồn lũy nó; bánh nó sẽ được ban cho; nước nó sẽ không bao giờ thiếu.
Your eyes will see the king in his glory: they will be looking on a far-stretching land.|Mắt ngươi sẽ ngắm xem vua trong sự tốt đẹp Ngài, sẽ thấy đất mở rộng.
Your heart will give thought to the cause of your fear: where is the scribe, where is he who made a record of the payments, where is he by whom the towers were numbered?|Lòng ngươi sẽ suy ngẫm sự kinh khiếp: Chớ nào kẻ đánh thuế ở đâu? Kẻ cầm cân ở đâu? Kẻ đến những đồn lũy ở đâu?
Never again will you see the cruel people, a people whose tongue has no sense for you; whose language is strange to you.|Ngươi sẽ chẳng còn thấy dân cường bạo nữa, là dân nói tiếng líu lo khó nghe, tiếng mọi rợ không hiểu được.
Let your eyes be resting on Zion, the town of our holy feasts: you will see Jerusalem, a quiet resting-place, a tent which will not be moved, whose tent-pins will never be pulled up, and whose cords will never be broken.|Hãy nhìn xem Si-ôn, là thành của các kỳ lễ trọng thể chúng ta! Mắt ngươi sẽ thấy Giê-ru-sa-lem, là chỗ ở yên lặng, là trại sẽ không dời đi nữa, các nọc nó chẳng hề nhổ lên, chẳng có một cái dây nào đứt!
But there the Lord will be with us in his glory, ... wide rivers and streams; where no boat will go with blades, and no fair ship will be sailing.|Vì Đức Giê-hô-va sẽ ở đó với chúng ta trong sự oai nghi, là nơi có sông ngòi rất rộng, không thuyền chèo đi lại, chẳng tàu lớn vượt qua.
For the Lord is our judge, the Lord is our law-giver, the Lord is our king; he will be our saviour.|Thật, Đức Giê-hô-va là quan xét chúng ta, Đức Giê-hô-va là Đấng lập luật cho chúng ta, Đức Giê-hô-va là vua chúng ta; chính Ngài sẽ cứu chúng ta!
Your cords have become loose; they were not able to make strong the support of their sails, the sail was not stretched out: then the blind will take much property, the feeble-footed will make division of the goods of war.|Những dây của ngươi đã cổi ra, không thể chằng chơn cột và giương buồm được. Bấy giờ người ta sẽ chia của cướp bộn bề; kẻ què bắt lấy phần của đó.
And the men of Zion will not say, I am ill: for its people will have forgiveness for their sin.|Dân cư sẽ không nói rằng: Tôi đau. Kẻ ở trong nó sẽ được tha tội.

					Isaiah 34				|
						I-sai-a 34					
Come near, you nations, and give ear; take note, you peoples: let the earth and everything in it give ear; the world and all those living in it.|Hỡi các nước, hãy đến gần mà nghe; hỡi các dân, hãy để ý! Đất và mọi vật trong nó thế gian và mọi vật sanh ra đó, hãy đều nghe!
For the Lord is angry with all the nations, and his wrath is burning against all their armies: he has put them to the curse, he has given them to destruction.|Vì Đức Giê-hô-va nổi giận nghịch cùng mọi nước; cơn thạnh nộ Ngài nghịch cùng cả đạo binh họ; Ngài đã giao họ cho sự diệt vong, phó cho sự đánh giết.
Their dead bodies will be thick on the face of the earth, and their smell will come up, and the mountains will be flowing with their blood, and all the hills will come to nothing.|Kẻ bị giết trong chúng nó sẽ phải ném bỏ, thây chết bay mùi hôi; các núi đầm đìa những máu.
And the heavens will be rolled together like the roll of a book: and all their army will be gone, like a dead leaf from the vine, or a dry fruit from the fig-tree.|Cả cơ binh trên trời sẽ tan tác, các từng trời cuốn lại như cuốn sách; cả cơ binh điêu tàn như lá nho rụng, như lá vả khô rơi xuống.
For my sword in heaven is full of wrath: see, it is coming down on Edom, in punishment on the people of my curse.|Vì gươm ta đã uống đủ ở trên trời; nầy, nó sẽ xuống trên Ê-đôm, và trên dân mà ta đã rủa sả, để làm sự đoán xét.
The sword of the Lord is full of blood, it is fat with the best of the meat, with the blood of lambs and goats, with the best parts of the sheep: for the Lord has a feast in Bozrah, and much cattle will be put to death in the land of Edom.|Gươm của Đức Giê-hô-va đầy những máu, vấy những mỡ, là máu của chiên con và dê đực, mỡ trái cật của chiên đực. Vì có sự tế tự Đức Giê-hô-va ở Bốt-ra, và có sự đánh giết lớn ở đất Ê-đôm.
And the strong oxen will go down to death together with the smaller cattle.|Những bò rừng, bò, và bò đực đều ngã xuống; đất chúng nó say vì máu, và bụi chúng nó đượm nhuần vì mỡ.
For it is the day of the Lord's punishment, when he gives payment for the wrongs done to Zion.|Vì Đức Giê-hô-va có ngày báo thù, có năm báo trả vì có Si-ôn.
And its streams will be turned into boiling oil, and its dust into burning stone, and all the land will be on fire.|Các khe suối Ê-đôm sẽ biến thành nhựa thông, bụi đất nó biến thành lưu hoàng, đất đai nó trở nên nhựa thông đương cháy.
It will not be put out day or night; its smoke will go up for ever: it will be waste from generation to generation; no one will go through it for ever.|Ngày đêm chẳng tắt, hằng bay lên những luồng khỏi; đất sẽ hoang vu từ đời nọ qua đời kia, đời đời sẽ chẳng có người đi qua.
But the birds of the waste land will have their place there; it will be a heritage for the bittern and the raven: and it will be measured out with line and weight as a waste land.|Bồ nông và nhím sẽ chiếm lấy đó, chim cú chim quạ sẽ ở đó. Chúa sẽ giáng trên đó cái dây lộn lạo và thước thăng bằng trống không.
The jackals will be there, and her great ones will be gone; they will say, There is no longer a kingdom there, and all her chiefs will have come to an end.|Chúng nó sẽ gọi các kẻ sang trọng đến ngôi nước mà không có ai; hết thảy các quan trọng nó đều ra hư không.
And thorns will come up in her fair houses, and waste plants in her strong towers: and foxes will make their holes there, and it will be a meeting-place for ostriches.|Gai gốc sẽ mọc lên trong lâu đài, chà chuôm cỏ rác mọc lên trong đồn lũy. Ay sẽ là hang của chó đồng, và chỗ nghỉ của chim đà.
And the beasts of the waste places will come together with the jackals, and the evil spirits will be crying to one another, even the night-spirit will come and make her resting-place there.|Thú rừng và chó rừng sẽ gặp nhau tại đó; dê đực kêu nhau; yêu quái ban đêm loán làm chỗ ở, và làm nơi náu nương yên ổn.
The arrowsnake will make her hole and put her eggs there, and get her young together under her shade: there the hawks will come together by twos.|Rắn roi sẽ làm ở tại đó, đẻ trứng, ấp cho nở và nhóm con lại dưới bóng mình; sau nữa, những kên kên cùng nhau nhóm tại đó, trống và mái thành đôi.
See what is recorded in the book of the Lord: all these will be there, not one without the other: the mouth of the Lord has given the order, and his spirit has made them come together.|Hãy tìm trong sách Đức Giê-hô-va và đọc lấy: trong những thú vật ấy chẳng một con nào thiếu, chẳng một con nào là không đủ đôi. Vì ấy là miệng Đức Giê-hô-va đã truyền, và Thần Ngài đã nhóm chúng nó lại.
And he has given them their heritage, and by his hand it has been measured out to them: it will be theirs for ever, their resting-place from generation to generation.|Chính Chúa đã bắt thăm cho chúng nó, và tay Ngài dùng dây chia đất nầy cho. Những thú vật ấy sẽ được đất nầy làm kỉ vật luôn, và ở đó từ đời nọ qua đời kia.

					Isaiah 35				|
						I-sai-a 35					
The waste land and the dry places will be glad; the lowland will have joy and be full of flowers.|Đồng vắng và đất khô hạn sẽ vui vẻ; nơi sa mạc sẽ mừng rỡ, và trổ hoa như bông hường.
It will be flowering like the rose; it will be full of delight and songs; the glory of Lebanon will be given to it; the pride of Carmel and Sharon: they will see the glory of the Lord, the power of our God.|Nó trở hoa nhiều và vui mừng, cất tiếng hát hớn hở. Sự vinh hiển của Li-ban cùng sự tốt đẹp của Cạt-mên và Sa-rôn sẽ được ban cho nó. Chúng sẽ thấy sự vinh hiển Đức Giê-hô-va, và sự tốt đẹp của Đức Chúa Trời chúng ta.
Make strong the feeble hands, give support to the shaking knees.|Hãy làm cho mạnh những tay yếu đuối, làm cho vững những gối run en!
Say to those who are full of fear, Be strong and take heart: see, your God will give punishment; the reward of God will come; he himself will come to be your saviour.|Hãy bảo những kẻ có lòng sợ hãi rằng: Khá vững lòng, đừng sợ nữa! Đây nầy, Đức Chúa Trời các ngươi sẽ lấy sự báo thù mà đến, tức là sự báo trả của Đức Chúa Trời. Chính Ngài sẽ đến và cứu các ngươi!
Then the eyes of the blind will see, and the ears which are stopped will be open.|Bấy giờ, những kẻ mù sẽ mở mắt, những kẻ điếc sẽ rỗng tai.
Then will the feeble-footed be jumping like a roe, and the voice which was stopped will be loud in song: for in the waste land streams will be bursting out, and waters in the dry places.|Bấy giờ, kẻ què sẽ nhảy như con nai, lưỡi kẻ câm sẽ hát. Vì có những dòng nước trào lên trong đồng vắng, và những suối chảy ra trong nơi sa mạc.
And the burning sand will become a pool, and the dry earth springs of waters: the fields where the sheep take their food will become wet land, and water-plants will take the place of grass.|Cát nóng sẽ biến ra hồ, ruộng khô sẽ biến thành suối nước. Hang chó đồng đã ở sẽ trở nên vùng sậy và lau.
And a highway will be there; its name will be, The Holy Way; the unclean and the sinner may not go over it, and those who go on it will not be turned out of the way by the foolish.|Tại đó sẽ có một đường cái, và một lối gọi là đường thánh. Kẻ nào ô uế sẽ không được đi qua; song nó sẽ dành cho những người được chuộc. Ai đi trong đường đó, dầu khờ dại cũng không lầm lạc.
No lion will be there, or any cruel beast; they will not be seen there; but those for whom the Lord has given a price,|Trên đường đó không có sư tử, không có một thú dữ nào lên; chẳng ai gặp nó ở đó. Song những kẻ được chuộc sẽ bước đi đường ấy,
Even those whom he has made free, will come back again; they will come with songs to Zion; on their heads will be eternal joy; delight and joy will be theirs, and sorrow and sounds of grief will be gone for ever.|những kẻ Đức Giê-hô-va đã chuộc sẽ về, ca hát mà đến Si-ôn; sự vui vẻ vô cùng sẽ ở trên đầu họ. Họ sẽ được sự vui vẻ mừng rỡ, mà sự buồn bực than vãn sẽ trốn đi.

					Isaiah 36				|
						I-sai-a 36					
And it came about in the fourteenth year of King Hezekiah that Sennacherib, king of Assyria, came up against all the walled towns of Judah and took them.|Năm thứ mười bốn đời vua Ê-xê-chia, thì San-chê-ríp, vua A-si-ri, đến đánh các thành bền vững của Giu-đa và chiếm lấy.
And the king of Assyria sent the Rab-shakeh from Lachish to Jerusalem to King Hezekiah with a strong force, and he took up his position by the stream of the higher pool, by the highway of the washerman's|Đoạn, vua A-si-ri sai Ráp-sa-kê với đạo binh lớn từ La-ki đến Giê-ru-sa-lem, nghịch cùng vua Ê-xê-chia; Ráp-sa-kê đứng tại cống ao trên, nơi đường cái ruộng thợ nện.
And there came out to him Eliakim, the son of Hilkiah, who was over the house, and Shebna the scribe, and Joah, the son of Asaph, the recorder.|Bấy giờ, Ê-li -a-kim, con trai của Hinh-kia, làm chức cung giám, đi với thơ ký Sép-na, và sử quan Giô -a, con trai của A-sáp, mà đến cùng người.
And the Rab-shakeh said to them, Say now to Hezekiah, These are the words of the great king, the king of Assyria: In what are you placing your hope?|Ráp-sa-kê nói với ba người rằng: Hãy tâu cùng vua Ê-xê-chia rằng: Đấng đại vương, tức là vua A-si-ri, phán như vầy: Sự trông cậy mà ngươi nương dựa là gì?
You say you have a design and strength for war, but these are only words: now to whom are you looking for support, that you have gone against my authority?|Ta nói rằng: mưu và sức ngươi dùng mà giao chiến chỉ là lời vô ích mà thôi! Vậy ngươi cậy ai mà dám làm phản ta?
See, you are basing your hope on that broken rod of Egypt, which will go into a man's hand if he makes use of it for a support; for so is Pharaoh, king of Egypt, to all who put their faith in him.|Nầy, ngươi cậy Ê-díp-tô, ngươi lấy cây sậy đã gãy ấy làm gậy, là cây mà ai dựa vào thì nó đâm phủng tay. Pha-ra-ôn, vua Ê-díp-tô, đối với kẻ trông cậy mình cũng là thể ấy.
And if you say to me, Our hope is in the Lord our God; is it not he whose high places and altars Hezekiah has taken away, saying to Judah and Jerusalem that worship may only be given before this altar?|Có lẽ các ngươi bảo ta rằng: Chúng ta cậy Giê-hô-va Đức Chúa Trời chúng ta; nhưng ấy chẳng phải là Đấng mà Ê-xê-chia đã bỏ các nơi cao và các bàn thờ Ngài, khi truyền cho Giu-đa và Giê-ru-sa-lem rằng: Các ngươi khá thờ lạy trước bàn thờ nầy hay sao?
And now, take a chance with my master, the king of Assyria, and I will give you two thousand horses, if you are able to put horsemen on them.|Vậy bây giờ, hãy đưa con tin cho chủ ta, là vua A-si-ri. Nếu ngươi tìm được đủ lính kỵ, thì ta sẽ cấp cho hai ngàn con ngựa.
How then may you put to shame the least of my master's servants? and you have put your hope in Egypt for war-carriages and horsemen:|Nhưng tài nào ngươi sẽ đuổi được lấy một quan tướng rất kém trong các tôi tớ chủ ta hay sao? Mà ngươi cậy Ê-díp-tô để tìm xe binh và lính kỵ!
And have I now come to send destruction on this land without the Lord's authority? It was the Lord himself who said to me, Go up against this land and make it waste.|Vả lại, há không có mạng của Đức Giê-hô-va mà ta lên đánh xứ nầy để diệt nó sao? Đức Giê-hô-va đã phán cùng ta rằng: Hãy lên đánh xứ nầy và diệt đi!
Then Eliakim and Shebna and Joah said to the Rab-shakeh, Please make use of the Aramaean language in talking to your servants, for we are used to it, and do not make use of the Jews' language in the hearing of the people on the wall.|Ê-li -a-kim, cùng Sép-na và Giô -a bảo Ráp-sa-kê rằng: Xin nói với tôi tớ ông bằng tiếng A-ram, vì chúng tôi hiểu tiếng ấy. Song đừng lấy tiếng Giu-đa nói cùng chúng tôi, cho dân nầy đương ở trên tường thành nó nghe.
But the Rab-shakeh said, Is it to your master or to you that my master has sent me to say these words? has he not sent me to the men seated on the wall? for they are the people who will be short of food with you when the town is shut in.|Ráp-sa-kê nói: Chủ ta sai ta truyền mấy lời đó, nào những cho chủ ngươi và cho ngươi ư? Há chẳng cũng truyền cho những người ngồi trên tường thành, là kẻ sắp phải cùng với các ngươi ăn phân uống tiểu mình ư?
Then the Rab-shakeh got up and said with a loud voice in the Jews' language, Give ear to the words of the great king, the king of Assyria:|Đoạn, Ráp-sa-kê đứng dậy, dùng tiếng Giu-đa mà nói to lên rằng: Hãy nghe lời phán của đại vương, là vua A-si-ri.
This is what the king says: Do not be tricked by Hezekiah, for there is no salvation for you in him.|Vua phán như vầy: Các ngươi chớ để vua Ê-xê-chia lừa dối mình; vì người chẳng có thể cứu các ngươi.
And do not let Hezekiah make you put your faith in the Lord, saying, The Lord will certainly keep us safe, and this town will not be given into the hands of the king of Assyria.|Cũng chớ để vua Ê-xê-chia khuyên các ngươi trông cậy Đức Giê-hô-va mà rằng: Đức Giê-hô-va chắc sẽ cứu chúng ta, và thành nầy sẽ chẳng phó vào thay vua A-si-ri đâu!
Do not give ear to Hezekiah, for this is what the king of Assyria says, Make peace with me, and come out to me; and everyone will be free to take the fruit of his vine and of his fig-tree, and the water of his spring;|Chớ nghe vua Ê-xê-chia; vì vua A-si-ri phán như vầy: Hãy hòa với ta, và ra hàng đi, thì các ngươi ai nấy sẽ được ăn trái nho trái vả của mình, uống nước giếng mình,
Till I come and take you away to a land like yours, a land of grain and wine, a land of bread and vine-gardens.|cho tới chừng ta đến, đặng đem các ngươi vào một xứ như xứ các ngươi, tức là xứ có mạch nha và rượu mới, lúa mì và nho.
Give no attention to Hezekiah when he says to you, The Lord will keep us safe. Has any one of the gods of the nations kept his land from falling into the hands of the king of Assyria?|Vậy, hãy giữ mình kẻo vua Ê-xê-chia dỗ dành các ngươi mà rằng: Đức Giê-hô-va sẽ giải cứu chúng ta! Vậy chớ các thần của các nước khác đã giải cứu xứ họ khỏi tay vua A-si-ri được chăng?
Where are the gods of Hamath and of Arpad? where are the gods of Sepharvaim? where are the gods of Samaria? and have they kept Samaria out of my hand?|Nào các thần của Ha-mát và của At-bát đâu tá? Nào các thầy của Sê-phạt-va-im đâu tá? Các thần ấy đã cứu Sa-ma-ri ra khỏi tay ta chưa?
Who among all the gods of these countries have kept their country from falling into my hand, to give cause for the thought that the Lord will keep Jerusalem from falling into my hand?|Trong những thầy của các xứ đó, có thầy nào là thầy đã cứu xứ mình ra khỏi tay ta? Mà Đức Giê-hô-va có thể cứu Giê-ru-sa-lem khỏi tay ta được!
But they kept quiet and gave him no answer: for the king's order was, Give him no answer.|Chúng làm thinh, chẳng đáp lại một lời, vì vua có truyền lịnh rằng: Các ngươi đừng đáp lại.
Then Eliakim, the son of Hilkiah, who was over the house, and Shebna the scribe, and Joah, the son of Asaph, the recorder, came to Hezekiah with their clothing parted as a sign of grief, and gave him an account of what the Rab-shakeh had said.|Ê-li -a-kim, con trai của Hinh-kia, làm chức cung giám, cùng thơ ký Sép-na, sử quan Giô -a, con trai của A-sáp, xé áo mình ra, trở về chầu vua Ê-xê-chia, và thuật lại những lời của Ráp-sa-kê.

					Isaiah 37				|
						I-sai-a 37					
And on hearing it Hezekiah took off his robe and put on haircloth and went into the house of the Lord.|Nghe tin đó, vua Ê-xê-chia liền xé áo mình, quấn bao gai, vào đền Đức Giê-hô-va.
And he sent Eliakim, who was over the house, and Shebna the scribe, and the chief priests, dressed in haircloth, to Isaiah the prophet, the son of Amoz.|Đoạn, sai quan cung giám Ê-li -a-kim, thơ ký Sép-na, và các trưởng lão trong hàng thầy tế lễ, đều quấn bao gai, đến cùng đấng tiên tri Ê-sai, con trai của A-mốt,
And they said to him, Hezekiah says, This day is a day of trouble and punishment and shame: for the children are ready to come to birth, but there is no strength to give birth to them.|nói với người rằng: Vua Ê-xê-chia phán như vầy: Ngày nay là ngày hoạn nạn, quở phạt, và hổ nhuốc; vì con đã đến kỳ đẻ rồi, nhưng không có sức mà đẻ ra.
It may be that the Lord your God will give ear to the words of the Rab-shakeh, whom the king of Assyria, his master, has sent to say evil things against the living God, and will make his words come to nothing: so make your prayer for the rest of the people.|Có lẽ Giê-hô-va Đức Chúa Trời ngươi sẽ nghe những lời của Ráp-sa-kê mà chủ nó là vua A-si-ri đã sai đến để đố thách Đức Chúa Trời hằng sống; và có lẽ Ngài sẽ quở phạt nó theo như những lời mà Giê-hô-va Đức Chúa Trời ngươi đã nghe: vậy xin hãy vì những người còn lại đây mà cầu nguyện!
So the servants of King Hezekiah came to Isaiah.|Các tôi tớ của vua Ê-xê-chia bèn đến cùng Ê-sai.
And Isaiah said to them, This is what you are to say to your master: The Lord says, Be not troubled by the words which the servants of the king of Assyria have said against me in your hearing.|Ê-sai bảo rằng: Nầy là lời các ngươi sẽ tâu lại cùng chủ mình: Đức Giê-hô-va có phán như vầy: Chớ sợ về những lời ngươi đã nghe, là lời của tôi tớ vua A-si-ri dùng mà nói phạm ta.
See, I will put a spirit into him, and bad news will come to his ears, and he will go back to his land; and there I will have him put to death.|Nầy ta đặt thần linh trong nó, rồi nó sẽ nghe tin mà trở về xứ mình; tại đó, ta sẽ làm cho nó ngã dưới gươm.
So the Rab-shakeh went back, and when he got there the king of Assyria was making war against Libnah: for it had come to his ears that the king of Assyria had gone away from Lachish.|Vả, khi Ráp-sa-kê nghe chủ mình là vua A-si-ri đã đi khỏi La-ki, bèn trở về chầu người, gặp người đương đánh thành Líp-na.
And when news came to him that Tirhakah, king of Ethiopia, had made an attack on him, ... And he sent representatives to Hezekiah, king of Judah, saying,|Bấy giờ vua A-si-ri có nghe tin báo về Tiệt-ha-ca là vua Ê-thi-ô-bi rằng: Người kéo ra để đánh cùng vua; bèn sai các sứ giả đến cùng Ê-xê-chia, và dặn rằng:
This is what you are to say to Hezekiah, king of Judah: Let not your God, in whom is your faith, give you a false hope, saying, Jerusalem will not be given into the hands of the king of Assyria.|Các ngươi hãy nói cùng Ê-xê-chia, vua Giu-đa, rằng: Vua chớ để cho mình bị lừa bởi Đức Chúa Trời mà mình tin cậy, nói rằng: Giê-ru-sa-lem sẽ chẳng phó vào tay vua A-si-ri đâu.
No doubt the story has come to your ears of what the kings of Assyria have done to all lands, putting them to the curse: and will you be kept safe from their fate?|Nầy, vua hẳn có nghe những sẽ các vua A-si-ri đã làm ra ở các nước. Các nước ấy đã bị hủy diệt cả rồi; còn vua, vua sẽ được cứu khỏi ư!
Did the gods of the nations keep safe those on whom my fathers sent destruction, Gozan and Haran and Rezeph, and the children of Eden who were in Telassar?|Các thần của các nước mà tổ tiên chúng ta đã diệt, tức là các thần của Gô-xan, của Cha-ran, của Rết-sép và của con cái Ê-đen ở Tê-la-sa, có cứu được họ không?
Where is the king of Hamath, and the king of Arpad, and the king of the town of Sepharvaim, of Hena, and Ivva?|Chớ nào vua của Ha-mát, vua của At-bát, các vua của thành Sê-phạt va-im, thành Hê-ma và thành Y-va ở đâu?
And Hezekiah took the letter from the hands of those who had come with it; and after reading it, Hezekiah went up to the house of the Lord, opening the letter there before the Lord,|Ê-xê-chia đã nhận thơ tại tay sứ giả và đọc rồi, thì lên nhà Đức Giê-hô-va, mở thơ ra trước mặt Đức Giê-hô-va,
And he made prayer to the Lord, saying,|cầu nguyện Đức Giê-hô-va rằng:
O Lord of armies, the God of Israel, seated between the winged ones, you only are the God of all the kingdoms of the earth; you have made heaven and earth.|Hỡi Đức Giê-hô-va vạn quân, Đức Chúa Trời của Y-sơ-ra-ên, là Đấng ngự trên các chê-ru-bin, chỉ một mình Ngài là Đức Chúa Trời của mọi nước trên đất, Ngài đã dựng nên trời và đất.
Let your ear be turned to us, O Lord; let your eyes be open, O Lord, and see: take note of all the words of Sennacherib who has sent men to say evil against the living God.|Hỡi Đức Giê-hô-va, xin nghiêng tai mà nghe! Hỡi Đức Giê-hô-va, xin mở mắt mà xem! Xin nghe mọi lời mà San-chê-ríp đã khiến nói cùng tôi để đố thách Đức Chúa Trời hằng sống!
Truly, O Lord, the kings of Assyria have made waste all the nations and their lands,|Hỡi Đức Giê-hô-va, thật rằng các vua nước A-si-ri đã hủy diệt các nước và phá hại đất đai,
And have given their gods to the fire: for they were no gods, but wood and stone, the work of men's hands; so they have given them to destruction.|ném các thần trong lửa. Nhưng ấy chẳng phải là các thần, bèn là việc của tay người ta, bằng gỗ và bằng đá, cho nên họ đã hủy diệt đi được.
But now, O Lord our God, give us salvation from his hand, so that it may be clear to all the kingdoms of the earth that you, and you only, are the Lord.|Hỡi Giê-hô-va Đức Chúa Trời chúng tôi, vậy, bây giờ, xin Ngài cứu chúng tôi khỏi tay San-chê-ríp, hầu cho mọi nước trên đất đều biết chỉ một mình Ngài là Đức Giê-hô-va!
Then Isaiah, the son of Amoz, sent to Hezekiah, saying, The Lord, the God of Israel, says, The prayer you have made to me against Sennacherib, king of Assyria, has come to my ears.|Ê-sai, con trai của A-mốt, bèn khiến người tâu cùng vua Ê-xê-chia rằng: Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên phán như vầy: Vì ngươi đã cầu xin ta nghịch cùng San-chê-ríp, vua A-si-ri;
This is the word which the Lord has said about him: In the eyes of the virgin daughter of Zion you are shamed and laughed at; the daughter of Jerusalem has made sport of you.|nầy là lời Đức Giê-hô-va đã phán về nó: Gái đồng trinh Si-ôn khinh dể ngươi, nhạo cười ngươi; gái Giê-ru-sa-lem lắc đầu sau ngươi!
Against whom have you said evil and bitter things? and against whom has your voice been loud and your eyes lifted up? even against the Holy One of Israel.|Ngươi đã đố thách và nói phạm đến ai? Ngươi đã cất tiếng lên và ngước mắt lên cao nghịch cùng ai? Ay là nghịch cùng Đấng Thánh của Y-sơ-ra-ên.
You have sent your servants with evil words against the Lord, and have said, With all my war-carriages I have come up to the top of the mountains, to the inmost parts of Lebanon; and its tall cedars will be cut down, and the best trees of its woods: I will come up into his highest places, into his thick woods.|Ngươi đã dùng các tôi tớ mình mà đố thách Chúa, nói rằng: Ta đem muôn vàn cỗ xe lên trên chót núi, là nơi xa thẳm của Li-ban; ta sẽ đốn những cây bách rất cao, cây tùng rất xinh; vào đến trên đỉnh rất cao, trong rừng của ruộng tốt.
I have made water-holes and taken their waters, and with my foot I have made all the rivers of Egypt dry.|Ta đã đào đất và uống nước; dùng bàn chơn làm cho cạn mọi sông Ê-díp-tô.
Has it not come to your ears how I did it long before, purposing it in times long past? Now I have given effect to my design, so that by you strong towns might be turned into masses of broken walls.|Ngươi há chẳng nghe rằng ta đã làm sự đó từ lâu, đã định từ đời xưa hay sao? Hiện nay ta khiến xảy ra, hầu cho ngươi phá các thành bền vững nên gò đống đổ nát.
This is why their townsmen had no power, they were broken and put to shame; they were like the grass of the field, or a green plant; like the grass on the house-tops, which a cold wind makes waste.|Những dân cư các thành ấy đã kém sức, khiếp sợ, xấu hổ, trở nên như rau ngoài đồng và cỏ xanh, như cỏ trên mái nhà, như lúa mì chưa trồi đọt mà đã héo.
But I have knowledge of your getting up and your resting, of your going out and your coming in.|Ta xem thấy ngươi khi ngồi, khi ra, khi vào và khi náo loạn nghịch cùng ta.
Because your wrath against me and your pride have come to my ears, I will put my hook in your nose and my cord in your lips, and I will make you go back by the way you came.|Vì ngươi náo loạn nghịch cùng ta, lời xấc xược của ngươi đã thấu đến tai ta, nên ta tra cái khoen nơi lỗ mũi ngươi, và cái khớp nơi miệng ngươi, khiến ngươi theo con đường mình đã noi đến mà trở về.
And this will be the sign to you: you will get your food this year from what comes up of itself, and in the second year from the produce of the same; and in the third year you will put in your seed, and get in the grain, and make vine-gardens, and take of their fruit.|Hỡi Ê-xê-chia, điều nầy sẽ là dấu: năm nay sẽ ăn hoa lợi chính ruộng tự sanh ra, sang năm còn ăn lúa tự nhiên mọc lên không gieo giống. Nhưng, đến năm thứ ba, hãy gieo và gặt, hãy trồng vườn nho và ăn trái.
