
					Leviticus 1				|
And Aaron, lifting up his hands to the people, gave them a blessing; and he came down from offering the sin-offering, and the burned offering, and the peace-offerings.|A-rôn giơ tay mình trên dân sự chúc phước cho; sau khi dâng của lễ chuộc tội, của lễ thiêu, và của lễ thù ân, thì người bước xuống khỏi bàn thờ.
And Moses and Aaron went into the Tent of meeting, and came out and gave the people a blessing, and the glory of the Lord was seen by all the people.|Môi-se và A-rôn bèn vào hội mạc, kế lại ra chúc phước cho dân sự; sự vinh quang của Đức Giê-hô-va hiện ra cùng cả dân sự:
And fire came out from before the Lord, burning up the offering on the altar and the fat: and when all the people saw it, they gave a loud cry, falling down on their faces.|một ngọn lửa từ trước mặt Đức Giê-hô-va lóe ra thiêu hóa của lễ thiêu và mỡ trên bàn thờ. Cả dân sự thấy, đều cất tiếng reo mừng và sấp mặt xuống đất.

					Leviticus 10				|
						Lê-vi 10					
And Nadab and Abihu, the sons of Aaron, took their vessels and put fire in them and perfume, burning strange fire before the Lord, which he had not given them orders to do.|Hai con trai A-rôn, Na-đáp và A-bi-hu, mỗi người đều cầm lư hương mình, để lửa vào, bỏ hương lên và dâng một thứ lửa lạ trước mặt Đức Giê-hô-va; ấy là điều Ngài không phán dặn họ.
And fire came out from before the Lord, burning them up and causing their destruction before the Lord.|Một ngọn lửa từ trước mặt Đức Giê-hô-va lòe ra, nuốt tiêu họ và họ chết trước mặt Đức Giê-hô-va.
Then Moses said to Aaron, This is what the Lord said, I will be holy in the eyes of all those who come near to me, and I will be honoured before all the people. And Aaron said nothing.|Môi-se bèn nói cùng A-rôn rằng: Ay là điều Đức Giê-hô-va đã tỏ ra khi Ngài phán rằng: Ta sẽ nhờ những kẻ lại gần ta mà được tôn thánh và được vinh hiển trước mặt cả dân sự. A-rôn nín lặng.
And Moses sent for Mishael and Elzaphan, the sons of Uzziel, the brother of Aaron's father, and said to them, Come near and take your brothers away from before the holy place, outside the tent-circle.|Môi-se gọi Mi-sa-ên và En-sa-phan, hai con trai của U-xi-ên, chú của A-rôn, mà dạy rằng: Hãy lại gần khiêng thây hai anh em các ngươi khỏi trước nơi thánh, đem ra ngoài trại quân.
So they came and took them, in their coats, outside the tent-circle, as Moses had said.|Vậy, họ đến gần khiêng thây còn mặc áo lá trong ra ngoài trại quân, y như lời Môi-se đã biểu.
And Moses said to Aaron and to Eleazar and Ithamar, his sons, Do not let your hair be loose, and give no signs of grief; so that death may not overtake you, and his wrath come on all the people; but let there be weeping among your brothers and all the house of Israel for this burning of the Lord's fire.|Đoạn, Môi-se nói cùng A-rôn, Ê-lê -a-sa và Y-tha-ma, hai con trai người, mà rằng: Các ngươi chớ để đầu trần và chớ xé áo mình, e khi phải chết và Đức Giê-hô-va nổi giận cùng cả hội chúng chăng; nhưng anh em các ngươi, là cả nhà Y-sơ-ra-ên, phải nên khóc vì cớ lửa thiêu hóa mà Đức Giê-hô-va nổi phừng lên.
And do not go out from the door of the Tent of meeting, or death will come to you; for the holy oil of the Lord is on you. And they did as Moses said.|Đừng ra khỏi cửa hội mạc, e các ngươi phải chết chăng; vì dầu xức của Đức Giê-hô-va ở trên các ngươi. Họ bèn làm theo lời Môi-se.
And the Lord said to Aaron:|Đoạn, Đức Giê-hô-va phán cùng A-rôn rằng:
Take no wine, or strong drink, you or your sons with you, when you go into the Tent of meeting, that it may not be the cause of death to you; this is an order for ever through all your generations.|Khi nào vào hội mạc, ngươi và các con trai ngươi chớ nên uống rượu hay là uống vật chi có tánh say, e phải chết chăng: ấy là một mạng lịnh đời đời, trải các thế đại,
And make a division between the holy and the common, and between the unclean and the clean;|hầu cho các ngươi được phân biệt đều thánh và điều chẳng thánh, sự khiết và sự chẳng khiết,
Teaching the children of Israel all the laws which the Lord has given them by the hand of Moses.|và dạy dân Y-sơ-ra-ên các mạng lịnh mà Đức Giê-hô-va đã cậy Môi-se truyền dặn cho.
And Moses said to Aaron and to Eleazar and Ithamar, his sons who were still living, Take the rest of the meal offering from the offerings of the Lord made by fire, and take it for your food, without leaven, at the side of the altar, for it is most holy.|Môi-se nói cùng A-rôn, Ê-lê -a-sa và Y-tha-ma, là hai con trai A-rôn còn lại, mà rằng: Hãy lấy của lễ chay còn dư lại về của lễ dùng lửa dâng cho Đức Giê-hô-va, và hãy ăn đi không pha men, gần bàn thờ, vì là một vật chí thánh.
It is to be for your food in a holy place, because it is your right and your sons' right, from the offerings of the Lord made by fire: for so am I ordered.|Phải ăn của lễ nầy tại nơi thánh, vì là phần của ngươi và của các con trai ngươi trong những của lễ dùng lửa dâng cho Đức Giê-hô-va; bởi vì đã phán dặn ta làm như vậy.
And the breast which is waved and the leg which is lifted up on high, you are to take as your food in a clean place; you and your sons and your daughters with you: for they are given to you as your right and your sons' right, from the peace-offerings of the children of Israel.|Còn cái o dâng đưa qua đưa lại, và cái giò dâng giơ lên, ngươi, các con trai và các con gái ngươi hãy ăn tại một nơi tinh sạch, vì các điều đó đã ban cho làm phần riêng của ngươi và của các con trai ngươi, do những của lễ thù ân của dân Y-sơ-ra-ên.
Let them take the breast which is waved and the leg which is lifted up on high, with the fat of the burned offering, to be waved for a wave offering before the Lord; and this will be for you and for your sons with you, for a right for ever, as the Lord has given orders.|Họ sẽ đem đến cái giò dâng giơ lên và cái o dâng đưa qua đưa lại với những mỡ định thiêu hóa, để dâng đưa qua đưa lại trước mặt Đức Giê-hô-va. Những điều đó sẽ thuộc về ngươi và các con trai ngươi chiếu theo luật lệ đời đời, y như Đức Giê-hô-va đã phán dặn vậy.
And Moses was looking for the goat of the sin-offering, but it was burned; and he was angry with Eleazar and Ithamar, the sons of Aaron, who were still living, saying,|Vả, Môi-se tìm con dê đực dùng làm của lễ chuộc tội, thấy nó đã bị thiêu, bèn nổi giận cùng Ê-lê -a-sa và Y-tha-ma, hai con trai A-rôn còn lại và nói rằng:
Why did you not make a meal of the sin-offering in the holy place? For it is most holy and he has given it to you, so that the sin of the people may be put on it, to take away their sin before the Lord.|Sao các ngươi không ăn thịt con sinh tế chuộc tội trong nơi thánh? Vì là một vật chí thánh mà Đức Giê-hô-va đã ban cho các ngươi, hầu gánh lấy tội của hội chúng, và làm lễ chuộc tội cho họ trước mặt Đức Giê-hô-va.
See, its blood was not taken into the holy place: certainly it was right for you to have taken it as food in the holy place, as I gave orders.|Nầy, huyết nó không có đem vào trong nơi thánh; quả đáng các ngươi ăn sinh lễ trong nơi thánh, y như lời ta đã dặn biểu.
And Aaron said to Moses, You have seen that today they have made their sin-offering and their burned offering before the Lord, and such things as these have come on me. If I had taken the sin-offering as food today, would it have been pleasing to the Lord?|Nhưng A-rôn đáp rằng: Kìa, ngày nay họ đã dâng của lễ chuộc tội và của lễ thiêu của mình trước mặt Đức Giê-hô-va; và sau khi việc rủi nầy xảy ra, nếu lại ngày nay tôi ăn của lễ chuộc tội, há có đẹp lòng Đức Giê-hô-va chăng?
And after hearing this, Moses was no longer angry.|Môi-se phải nghe lời đáp ấy, bèn nhận cho phải.

					Leviticus 11				|
						Lê-vi 11					
And the Lord said to Moses and Aaron,|Đức Giê-hô-va phán cùng Môi-se và A-rôn rằng:
Say to the children of Israel: These are the living things which you may have for food among all the beasts on the earth.|Hãy nói với dân Y-sơ-ra-ên rằng: Trong các loài vật trên mặt đất, nầy là những con các ngươi được phép ăn:
You may have as food any beast which has a division in the horn of its foot, and whose food comes back into its mouth to be crushed again.|Hễ loài vật nào có móng rẽ ra, chân chia hai và nhơi, thì các ngươi được phép ăn.
But, at the same time, of those beasts, you may not take for food the camel, because its food comes back but the horn of its foot is not parted in two; it is unclean to you.|Nhưng chẳng nên ăn con nào chỉ nhơi không, hay là chỉ có móng rẽ không: con lạc đà, nó nhơi, nhưng không có móng rẽ; nên hãy cầm nó là loài vật không sạch;
And the rock-badger, for the same reason, is unclean to you.|con chuột đồng, nó nhơi, nhưng không có móng rẽ, nên hãy cầm nó là loài vật không sạch;
And the hare, because the horn of its foot is not parted in two, is unclean to you.|con thỏ rừng, nó nhơi nhưng không móng rẽ; nên hãy cầm nó là loài vật không sạch;
And the pig is unclean to you, because though the horn of its foot is parted, its food does not come back.|con heo, nó có móng rẽ, chân chia hai, nhưng không nhơi; nên hãy cầm nó là loài vật không sạch.
Their flesh may not be used for food, and their dead bodies may not even be touched; they are unclean to you.|Các ngươi không nên ăn thịt và cũng không nên đụng đến thây các thú đó; phải cầm là vật không sạch.
These you may have for food of all things living in the water: anything living in the water, in the seas or rivers, which has special parts for swimming and skin formed of thin plates, may be used for food.|Những loài vật ở dưới nước mà các ngươi được phép ăn, là loài vật nào, hoặc ở dưới biển, hoặc ở dưới sông, có vây và có vảy.
All other things living and moving in the water, in the sea or in the rivers, are a disgusting thing to you;|Phàm vật nào hoặc dưới biển, hoặc dưới sông, tức các loài sanh sản trong nước, mà không có vây và chẳng có vảy, thì các người không nên ăn, phải lấy làm gớm ghiếc cho các ngươi.
They may not be used for food, and their dead bodies are disgusting to you.|Những loài nầy, khá lấy làm gớm ghiếc cho mình, chớ nên ăn thịt nó, và hãy cầm thây nó là điều gớm ghiếc.
Anything in the water which has no special parts for swimming and no thin plates on its skin is disgusting to you.|Các loài vật nào ở trong nước không có vây và chẳng có vảy, thì phải lấy làm gớm ghiếc cho các ngươi.
And among birds these are to be disgusting to you, and not to be used for food: the eagle and the gier-eagle and the ospray;|Trong các loài chim, những giống các ngươi phải cầm bằng gớm ghiếc, không nên ăn, là chim ưng, chim ngạc, ó biển;
And the kite and the falcon, and birds of that sort;|chim lão ưng và con diều, tùy theo loại chúng nó;
Every raven, and birds of that sort;|các thứ quạ,
And the ostrich and the night-hawk and the sea-hawk, and birds of that sort;|chim đà điểu, chim ụt, chim thủy kê, chim bò cắc và các loại giống chúng nó;
And the little owl and the cormorant and the great owl;|chim mèo, chim thằng cộc, con cò quắm,
And the water-hen and the pelican and the vulture;|con hạc, chim thằng bè, con cồng cộc,
The stork and the heron, and birds of that sort, and the hoopoe and the bat.|con cò, con diệc và các loại giống chúng nó; chim rẽ quạt và con dơi.
Every winged four-footed thing which goes on the earth is disgusting to you;|Hễ côn trùng nào hay bay, đi bốn cẳng, thì các ngươi hãy lấy làm gớm ghiếc.
But of the winged four-footed things, those which have long legs for jumping on the earth you may have for food;|Nhưng trong loại côn trùng nào hay bay và đi bốn cẳng, các ngươi được ăn con nào có cẳng đặng nhảy trên đất;
Such as all the different sorts of locust.|là con cào cào tùy theo loại nó, con ve tùy theo loại nó, châu chấu tùy theo loại nó, con dế tùy theo loại nó.
But all other winged four-footed things which go on the earth are disgusting to you.|Các loài côn trùng khác hay bay và có bốn cẳng, thì các ngươi phải lấy làm gớm ghiếc.
By these you will be made unclean; anyone touching their dead bodies will be unclean till evening:|Các ngươi sẽ vì loại đó mà bị ô uế; ai đụng đến xác chết loài đó sẽ bị ô uế cho đến chiều tối.
Whoever takes away the dead body of one of them is to have his clothing washed, and will be unclean till evening.|Ai mang xác chết loài đó phải giặt áo xống mình, và bị ô uế cho đến chiều tối.
Every beast, in the horn of whose foot there is not a complete division, and whose food does not come back, is unclean to you: anyone touching one of these will be unclean.|Các thú nào có móng rẽ ra, nhưng không có chân chia hai và không nhơi, tất phải lấy làm ô uế cho các ngươi; ai đụng đến sẽ bị ô uế.
Any four-footed beast which goes on the ball of its foot, is unclean to you: anyone touching the dead body of one of these will be unclean till evening.|Trong giống đi bốn cẳng, hễ con nào đi trên bàn cẳng, thì kể là không sạch cho các ngươi; ai đụng đến xác chết nó sẽ bị ô uế đến chiều tối;
Anyone who takes away the dead body of one of these is to have his clothing washed and be unclean till evening.|còn ai mang xác chết nó sẽ giặt áo xống mình, và bị ô uế đến chiều tối; các loài đó là không sạch cho các ngươi.
And these are unclean to you among things which go low down on the earth; the weasel and the mouse and the great lizard, and animals of that sort;|Trong loài đi bò trên mặt đất, nầy là những loài lấy làm không sạch cho các ngươi: con chuột nhủi, con chuột lắt, con rắn mối, tùy theo loại chúng nó;
And the ferret and the land crocodile and the lizard and the sand-lizard and the chameleon.|con cắc kè, kỳ đà, con thạch sùng, con kỳ nhông và con cắc ké.
All these are unclean to you: anyone touching them when they are dead will be unclean till evening.|Trong các loài côn trùng, những loài đó lấy làm không sạch cho các ngươi: ai đụng đến xác chết nó sẽ bị ô uế cho đến chiều tối.
The dead body of any of these, falling on anything, will make that thing unclean; if it is any vessel of wood, or clothing, or skin, or bag, whatever it is, if it is used for any purpose, it will have to be put into water, and will be unclean till evening; after that it will be clean.|Bất luận vật nào, hễ loài nầy chết rớt nhằm trên, thì đều bị ô uế, hoặc đồ bằng cây, áo xống, da, bao, tức các vật người ta thường dùng; phải ngâm đồ đó trong nước, sẽ bị ô uế cho đến chiều tối, rồi mới tinh sạch lại.
And if one of them gets into any vessel of earth, whatever is in the vessel will be unclean and the vessel will have to be broken.|Nếu vật chi của nó rớt nhằm đồ sành, các vật chi đựng ở trong đều sẽ bị ô uế; phải đập bể đồ sành đó đi.
Any food in it, and anything on which water from it comes, will be unclean: any drink taken from such a vessel will be unclean.|Phàm đồ ăn nào và các vật uống, mặc dầu để trong đồ sành nào mà bị nước đồ sành đó nhểu vào, sẽ lây ô uế.
Any part of the dead body of one of these, falling on anything, will make it unclean; if it is an oven or a cooking-pot it will have to be broken: they are unclean and will be unclean to you.|Phàm vật nào bị một vài miếng xác chết nó rớt nhằm, sẽ lây ô uế; dầu lò, dầu bếp, cũng phải phá tan; nó đã bị ô uế; các ngươi phải cầm nó là ô uế vậy.
But at the same time a fountain or a place where water is stored for use will be clean; but anyone touching their dead bodies will be unclean.|Còn một cái suối, hoặc một hồ chứa nhiều nước, đều cứ được kể tinh sạch; nhưng hễ ai đụng đến xác chết nó thì sẽ lây ô uế.
If any part of the dead body of one of these gets on to any seed for planting, it is clean;|Nếu vật chi của xác chết nó rớt nhằm trên hột giống nào người ta gieo, thì hột giống đó cứ kể tinh sạch.
But if water is put on the seed, and any part of the dead body gets on to it, it will be unclean to you.|Nhưng nếu người ta có đổ nước trên hột giống đó và nếu vật gì của xác chết rớt nhằm, thì hột giống đó sẽ bị ô uế cho các ngươi.
And if any beast which may be used for food comes to a natural death, anyone touching its dead body will be unclean till evening.|Khi một con thú nào các ngươi được dùng làm thực vật chết đi, hễ ai đụng đến xác nó sẽ bị ô uế đến chiều tối.
And he who makes use of any part of its body for food is to have his clothing washed and be unclean till evening; and anyone taking away its body is to have his clothing washed and be unclean till evening.|Kẻ nào ăn thịt của xác nó phải giặt áo xống mình, và bị lây ô uế cho đến chiều tối; còn ai khiêng xác nó sẽ giặt áo xống, và bị ô uế cho đến chiều tối.
Everything which goes flat on its body on the earth is disgusting, and is not to be used for food.|Phàm loài côn trùng nào bò trên mặt đất đều là sự gớm ghiếc, không nên ăn thịt nó.
Whatever goes on its stomach or on four feet or has a great number of feet, even all those going flat on the earth, may not be used for food, for they are disgusting.|Vậy, không nên ăn thịt các loài côn trùng đi bò trên mặt đất, là con nào bò bằng bụng, con nào đi bốn cẳng hay là đi nhiều cẳng, vì chúng nó là một sự gớm ghiếc.
You are not to make yourselves disgusting with anything which goes about flat on the earth; you may not make yourselves unclean with them, in such a way that you are not holy to me.|Các ngươi chớ vì một con nào trong loài côn trùng mà lây cho thân mình phải gớm ghiếc, không tinh sạch hay là ô uế.
For I am the Lord your God: for this reason, make and keep yourselves holy, for I am holy; you are not to make yourselves unclean with any sort of thing which goes about flat on the earth.|Vì ta là Giê-hô-va Đức Chúa Trời của các ngươi; ta là thánh, nên các ngươi phải nên thánh, thì sẽ được thánh. Các ngươi chớ vì một con nào của loài côn trùng trên mặt đất mà làm lây ô uế cho thân mình.
For I am the Lord, who took you out of the land of Egypt, to be your God; so be you holy, for I am holy.|Vì ta là Đức Giê-hô-va, Đấng đã đem các ngươi ra khỏi xứ Ê-díp-tô đặng làm Đức Chúa Trời của các ngươi; các ngươi phải nên thánh, vì ta là thánh.
This is the law about beasts and birds and every living thing moving in the waters, and every living thing which goes flat on the earth:|Đó là luật lệ về loài súc vật, loài chim trời, các sinh vật động dưới nước và các loài côn trùng trên mặt đất,
Marking out the unclean from the clean, and the living thing which may be used for food from that which may not.|để phân biệt con không sạch với con tinh sạch, con thú ăn được cùng con thú không ăn được.

					Leviticus 12				|
						Lê-vi 12					
And the Lord said to Moses,|Đức Giê-hô-va phán cùng Môi-se rằng:
Say to the children of Israel, If a woman is with child and gives birth to a male child, she will be unclean for seven days, as when she is unwell.|Hãy nói cùng dân Y-sơ-ra-ên rằng: Khi nào một người đàn bà thọ thai và sanh một con trai, thì phải bị ô uế trong bảy ngày, như trong kỳ kinh nguyệt.
And on the eighth day let him be given circumcision.|Qua ngày thứ tám, người ta phải làm phép cắt bì cho đứa trẻ.
And she will be unclean for thirty-three days till the flow of her blood is stopped; no holy thing may be touched by her, and she may not come into the holy place, till the days for making her clean are ended.|Đoạn, người đàn bà phải kiêng trong ba mươi ba ngày đương khi huyết mình được sạch, không nên đụng một vật thánh nào hay là đi tới nơi thánh cho đến kỳ làm thanh sạch được trọn rồi.
But if she gives birth to a female child, then she will be unclean for two weeks, as when she is unwell; and she will not be completely clean for sixty-six days.|Còn nếu người sanh con gái, thì sẽ bị ô uế trong hai tuần, như trong kỳ kinh nguyệt; phải kiêng trong sáu mươi sáu ngày hầu cho huyết mình được sạch.
And when the days are ended for making her clean for a son or a daughter, let her take to the priest at the door of the Tent of meeting, a lamb of the first year for a burned offering and a young pigeon or a dove for a sin-offering:|Khi kỳ làm mình cho thanh sạch về đứa trai hay gái đã trọn rồi, người đàn bà phải dâng cho thầy tế lễ tại cửa hội mạc một chiên con một tuổi, đặng làm của lễ thiêu, và một bò câu con hoặc một cu con đặng làm của lễ chuộc tội.
And the priest is to make an offering of it before the Lord and take away her sin, and she will be made clean from the flow of her blood. This is the law for a woman who gives birth to a male or a female.|Thầy tế lễ sẽ dâng con sinh đó trước mặt Đức Giê-hô-va, làm lễ chuộc tội cho người; sự lưu huyết người sẽ được sạch. Đó là luật lệ về người đàn bà sanh con trai hay là con gái.
And if she has not money enough for a lamb, then let her take two doves or two young pigeons, one for a burned offering and the other for a sin-offering, and the priest will take away her sin and she will be clean,|Còn nếu người không thế lo cho có một chiên con, thì phải bắt hai chim cu, hoặc hai con bò câu con, con nầy dùng làm của lễ thiêu, con kia dùng làm của lễ chuộc tội; thầy tế lễ sẽ làm lễ chuộc tội cho người, và người sẽ được sạch.

					Leviticus 13				|
						Lê-vi 13					
And the Lord said to Moses and Aaron,|Đức Giê-hô-va lại phán cùng Môi-se và A-rôn rằng:
If a man has on his skin a growth or a mark or a white place, and it becomes the disease of a leper, let him be taken to Aaron the priest, or to one of the priests, his sons;|Khi một người nào da trên mình nổi sưng, mụt lở, hoặc một đém trắng, dường sẽ trở thành trên da mình một vít phung, thì người ta phải dẫn người đó đến thầy tế lễ A-rôn, hay là đến một trong các con trai người là những thầy tế lễ.
And if, when the priest sees the mark on his skin, the hair on the place is turned white and the mark seems to go deeper than the skin, it is the mark of a leper: and the priest, after looking at him, will say that he is unclean.|Thầy tế lễ sẽ khám vít ở trên da thân người; nếu lông vít đó đã trở thành trắng, và nếu vít hủng xuống sâu hơn da thân mình, ấy là một vít phung: thầy tế lễ khám rồi sẽ định người nầy là ô uế.
But if the mark on his skin is white, and does not seem to go deeper than the skin, and the hair on it is not turned white, then the priest will keep him shut up for seven days;|Còn nếu có một đém trắng trên da thân người, đém không sủng xuống sâu hơn da, và nếu lông không trở thành trắng, thì thầy tế lễ phải giam người đó trong bảy ngày.
And the priest is to see him on the seventh day; and if, in his opinion, the place on his skin has not become worse and is not increased in size, then the priest will keep him shut up for seven days more:|Qua ngày thứ bảy, thầy tế lễ sẽ khám người, nếu vít đó ngừng lại, không ăn lan trên da, thì phải giam người một lần thứ nhì bảy ngày nữa.
And the priest is to see him again on the seventh day; and if the mark is less bright and is not increased on his skin, then let the priest say that he is clean: it is only a skin-mark, and after his clothing has been washed he will be clean.|Qua ngày thứ bảy, thầy tế lễ sẽ khám người lại; nếu vít đó đã tái, không ăn lan trên da, thì thầy tế lễ sẽ định người đó là tinh sạch; ấy là mụt lở mà thôi. Người đó phải giặt áo xống mình, thì sẽ được tinh sạch.
But if the size of the mark on his skin is increased after he has been seen by the priest, let him go to the priest again:|Nhưng nếu sau khi người đã đến trước mặt thầy tế lễ để được định là tinh sạch, mụt lở còn phát lại trên da, thì người phải đến thầy tế lễ một lần thứ nhì.
And if, after looking at him, he sees that the mark is increased in his skin, let the priest say that he is unclean; he is a leper.|Thầy tế lễ sẽ khám cho, nếu mụt lở đã ăn lan trên da thì phải định người là ô uế; ấy là bịnh phung vậy.
When the disease of a leper is seen on a man, let him be taken to the priest;|Khi có một vít phung trên người nào, thì phải dẫn người đó đi tỏ mình cùng thầy tế lễ.
And if the priest sees that there is a white growth on the skin, and the hair is turned white, and there is diseased flesh in the growth,|Thầy tế lễ khám cho; nếu có nổi sưng sắc trắng trên da làm cho lông trở thành trắng, và có một lằn thịt chín đó nơi chỗ sưng đó,
It is an old disease in the skin of his flesh, and the priest will say that he is unclean; he will not have to be shut up, for he is clearly unclean.|ấy là bịnh phung thâm niên trong da của thân người, thầy tế lễ sẽ định người là ô uế, không nên giam họ, vì đã bị ô uế rồi.
And if the disease comes out all over his skin, from his head to his feet, as far as the priest is able to see,|Còn nếu phung lở trên da, bao phủ hết da của người có vít đó, từ đầu chí chân, khắp nơi nào thầy tế lễ dòm thấy được,
And if the priest sees that all his flesh is covered with the leper's disease, the priest will say that he is clean: it is all turned white, he is clean.|thì thầy tế lễ phải khám cho; nếu phung bao phủ cùng hết thịt, thì sẽ định người có vít là tinh sạch; người đã hóa trắng cùng mình, nên được tinh sạch vậy.
But whenever diseased flesh is seen on him, he will be unclean.|Nhưng ngày nào phát ra thịt chín đỏ, thì người bị ô uế.
And when the priest sees the diseased flesh he will say that he is unclean; the diseased flesh is unclean, he is a leper.|Khi thầy tế lễ thấy thịt chín đỏ thì phải định người là ô uế; thịt chín đỏ là ô uế; ấy là bịnh phung vậy.
Or if the diseased flesh is turned again and changed to white then he is to come to the priest,|Nhưng nếu thịt chín đỏ thay đi, hóa ra trắng, thì người phải đi tỏ mình cùng thầy tế lễ;
And the priest will see him: and if the place is turned white, then the priest will say that he is free from the disease.|thầy tế lễ khám cho, và nếu vít đã trở thành trắng, thì phải định người có vít là tinh sạch, vì đã được tinh sạch rồi.
And if a bad place has come out on the skin and is well again,|Khi một người nào trên da thân mình có mụt chốc đã chữa lành,
And on the same place there is a white growth of a bright mark, red and white, then let the priest see it;|và tại chỗ mụt chốc có nổi sưng sắc trắng hay là một đém trắng hồng, thì người đó phải đi tỏ mình cùng thầy tế lễ;
And after looking at it, if it seems to go deeper than the skin, and the hair on it is turned white, then the priest will say that the man is unclean: it is the leper's disease, it has come out in the bad place.|thầy tế lễ khám cho; nếu cái đém hủng sâu hơn da, và nếu lông trở thành trắng, thì thầy tế lễ phải định người là ô uế; ấy là một vít phung đã lở trong mụt chốc vậy.
But if, after looking at it, he sees that there are no white hairs on it, and it is not deeper than the skin, and it is not very bright, then let the priest keep him shut up for seven days:|Còn nếu thầy tế lễ khám, không thấy lông trắng trong chỗ đém, không hủng sâu hơn da, và thấy đã trở thành tái, thì hãy giam người đó trong bảy ngày.
And if it is increasing on the skin, the priest will say that he is unclean: it is a disease.|Nều đém ăn lan trên da thì thầy tế lễ phải định người là ô uế; ấy là một vít phung vậy.
But if the bright mark keeps in the same place and gets no greater, it is the mark of the old wound, and the priest will say that he is clean.|Còn nếu vít cầm cự một chỗ, không ăn lan ra, ấy là thẹo của mụt chốc; thầy tế lễ phải định người là tinh sạch.
Or if there is a burn on the skin of the flesh, and if the diseased flesh in the burn becomes a bright place, red and white or white,|Khi người nào bị phỏng lửa trên da, và dấu phỏng là một đém trắng hồng hay là trắng,
The priest is to see it: and if the hair on the bright place is turned white and it seems to go deeper than the skin, he is a leper: it has come out in the burn, and the priest will say that he is unclean: it is the leper's disease.|thì thầy tế lễ khám cho; nếu trong đém lông trở thành trắng, và nếu đém hủng sâu hơn da, ấy là bịnh phung lở trong mụt phỏng vậy. Thầy tế lễ phải định người nầy là ô uế; ấy là một vít phung.
But if, after looking at it, the priest sees that there is no white hair on the bright place, and it is not deeper than the skin, and is not very bright, then let the priest keep him shut up for seven days:|Còn nếu thầy tế lễ khám, không thấy lông trắng trong đém, không hủng sâu hơn da, và thấy đã tái rồi, thì hãy giam người nầy trong bảy ngày.
And the priest is to see him again on the seventh day; if it is increased in the skin, then the priest will say that he is unclean: it is the leper's disease.|Qua ngày thứ bảy thầy tế lễ khám người, nếu đém ăn lan trên da, thì phải định người là ô uế; ấy là vít phung.
And if the bright place keeps the same size and gets no greater on the skin, but is less bright, it is the effect of the burn, and the priest will say that he is clean: it is the mark of the burn.|Còn nếu đém cầm cự một chỗ, không ăn lan trên da và tái đi, ấy là sưng phỏng. Thầy tế lễ phải định người là tinh sạch, vì là thẹo phỏng lửa.
And when a man or a woman has a disease on the head, or in the hair of the chin,|Khi nào một người nam hay nữ có vít trên đầu, hoặc nơi râu,
Then the priest is to see the diseased place: and if it seems to go deeper than the skin, and if there is thin yellow hair in it, then the priest will say that he is unclean: he has the mark of the leper's disease on his head or in the hair of his chin.|thì thầy tế lễ khám vít đó. Nếu vít hủng sâu hơn da, có lông nhỏ vàng vàng, thì thầy tế lễ phải định người ra ô uế; ấy là tật đòng đanh, tức là bịnh phung của đầu hay là của râu.
And after looking at the diseased place, if it does not seem to go deeper than the skin, and there is no black hair in it, then the priest will have him shut up for seven days:|Còn nếu khi thầy tế lễ khám vít đòng đanh, thấy vít không hủng sâu hơn da, và không thấy có lông đen, thì phải giam người có vít đòng đanh trong bảy ngày.
And on the seventh day the priest will see the place: and if it is not increased, and there is no yellow hair in it, and it does not seem to go deeper than the skin,|Qua ngày thứ bảy thầy tế lễ khám vít; nếu đòng đanh không ăn lan ra, không có lông vàng vàng, và không hủng sâu hơn da,
Then his hair is to be cut off, but not on the diseased place, and he is to be shut up for seven days more:|thì người đó phải cạo gọt, nhưng không nên cạo gọt chỗ vít đòng đanh, rồi thầy tế lễ sẽ giam người một lần thứ nhì bảy ngày nữa.
And on the seventh day the priest will see the place: and if it is not increased, and does not seem to go deeper than the skin, the priest will say that he is clean: and after his clothing has been washed he will be clean.|Đoạn ngày thứ bảy, thầy tế lễ khám cho; nếu đòng đanh không ăn lan trên da, không hủng sâu hơn da, thì thầy tế lễ phải định người là tinh sạch; kẻ bịnh phải giặt áo xống mình, thì sẽ được tinh sạch.
But if the disease in his skin becomes worse after he has been made clean,|Nhưng nếu sau khi người đã được định là tinh sạch, đòng đanh lại còn ăn lan trên da, thì thầy tế lễ phải khám cho.
Then the priest is to see him: and if the mark is increased, the priest, without looking for the yellow hair, will say that he is unclean.|Nếu đòng đanh đã ăn lan trên da rồi, thầy tế lễ không cần tìm thấy lông vàng vàng, người đã bị ô uế.
But if, in his opinion, the growth is stopped, and black hair has come up on it, the disease has gone; he is clean and the priest will say that he is clean.|Nhưng nếu đòng đanh xem bộ ngừng lại, và đã lố mọc lông đen, đòng đanh đã lành: người đã được tinh sạch, và thầy tế lễ phải định người là tinh sạch.
And if a man or a woman has bright marks on the skin of their flesh, that is, bright white marks,|Khi nào người nam hãy nữ trên da thân mình có những đém trắng,
Then the priest is to see them: and if the white marks on their skin are not very bright, it is a skin disease which has come out on the skin; he is clean.|thầy tế lễ sẽ khám cho. Nếu trên da thân người có những đém trắng xanh, ấy là một đém trắng lở trên da mà thôi: người vẫn tinh sạch.
And if a man's hair has come out and he has no hair, still he is clean.|Khi một người nào đầu rụng tóc, ấy là một người sói đầu: người vẫn tinh sạch.
